OutputID,OutputName,OutputType,OutputTier,BuildingResourceTier,ConstructionTime,PlanetTypes,Factions,ResourceType,ProductionSteps,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7
pyroclast-energen-extractor-t3,Pyroclast Energen Extractor,BUILDING,3,1,60,Volcanic Planet,MUD;ONI;USTUR,Extraction,,Graphene,36,Lumanite,28,Neodymium,22,Barrier Material,25,Structural Shell,23,,,,
pyroclast-energen-extractor-t4,Pyroclast Energen Extractor,BUILDING,4,1,50,Volcanic Planet,MUD;ONI;USTUR,Extraction,,Graphene,43,Lumanite,33,Neodymium,26,Barrier Material,30,Structural Shell,27,Flow Controller,25,,
pyroclast-energen-extractor-t5,Pyroclast Energen Extractor,BUILDING,5,1,40,Volcanic Planet,MUD;ONI;USTUR,Extraction,,Graphene,50,Lumanite,39,Neodymium,31,Barrier Material,35,Structural Shell,32,Flow Controller,30,Heat Sensor,27
rhodium-ore-extractor-t1,Rhodium Ore Extractor,BUILDING,1,4,300,Volcanic Planet,MUD;ONI;USTUR,Extraction,,Electromagnetic Resonator,19,Abyssal Energy Core,16,Quantum Processor,13,,,,,,,,
rhodium-ore-extractor-t2,Rhodium Ore Extractor,BUILDING,2,4,250,Volcanic Planet,MUD;ONI;USTUR,Extraction,,Electromagnetic Resonator,23,Abyssal Energy Core,20,Quantum Processor,16,Energy Substrate,15,,,,,,
rhodium-ore-extractor-t3,Rhodium Ore Extractor,BUILDING,3,4,200,Volcanic Planet,MUD;ONI;USTUR,Extraction,,Electromagnetic Resonator,27,Abyssal Energy Core,24,Quantum Processor,20,Energy Substrate,18,Launch Control Core,17,,,,
rhodium-ore-extractor-t4,Rhodium Ore Extractor,BUILDING,4,4,160,Volcanic Planet,MUD;ONI;USTUR,Extraction,,Electromagnetic Resonator,32,Abyssal Energy Core,28,Quantum Processor,24,Energy Substrate,22,Launch Control Core,20,Dodiline Matrix,19,,
rhodium-ore-extractor-t5,Rhodium Ore Extractor,BUILDING,5,4,120,Volcanic Planet,MUD;ONI;USTUR,Extraction,,Electromagnetic Resonator,38,Abyssal Energy Core,34,Quantum Processor,29,Energy Substrate,26,Launch Control Core,24,Dodiline Matrix,23,Power Management Core,21
cinder-crown-blossom-extractor-t1,Cinder Crown Blossom Extractor,BUILDING,1,2,90,Volcanic Planet,MUD;ONI;USTUR,Extraction,,Processing Matrix,23,Crystal Matrix,20,Bio Stabilizer,17,,,,,,,,
cinder-crown-blossom-extractor-t2,Cinder Crown Blossom Extractor,BUILDING,2,2,75,Volcanic Planet,MUD;ONI;USTUR,Extraction,,Processing Matrix,28,Crystal Matrix,24,Bio Stabilizer,21,Heat Dissipator,19,,,,,,
cinder-crown-blossom-extractor-t3,Cinder Crown Blossom Extractor,BUILDING,3,2,60,Volcanic Planet,MUD;ONI;USTUR,Extraction,,Processing Matrix,33,Crystal Matrix,29,Bio Stabilizer,25,Heat Dissipator,23,Protective Coating,21,,,,
cinder-crown-blossom-extractor-t4,Cinder Crown Blossom Extractor,BUILDING,4,2,50,Volcanic Planet,MUD;ONI;USTUR,Extraction,,Processing Matrix,38,Crystal Matrix,35,Bio Stabilizer,29,Heat Dissipator,28,Protective Coating,25,Thermal Catalyst,23,,
cinder-crown-blossom-extractor-t5,Cinder Crown Blossom Extractor,BUILDING,5,2,40,Volcanic Planet,MUD;ONI;USTUR,Extraction,,Processing Matrix,45,Crystal Matrix,41,Bio Stabilizer,35,Heat Dissipator,34,Protective Coating,29,Thermal Catalyst,27,Reactive Coating,25
magma-heart-bryophyte-farm-t1,Magma Heart Bryophyte Farm,BUILDING,1,1,90,Volcanic Planet,MUD;ONI;USTUR,Farm,,Carbon,25,Lumanite,20,Neodymium,15,,,,,,,,
magma-heart-bryophyte-farm-t2,Magma Heart Bryophyte Farm,BUILDING,2,1,75,Volcanic Planet,MUD;ONI;USTUR,Farm,,Graphene,30,Lumanite,24,Neodymium,18,Exotic Matter Core,21,,,,,,
magma-heart-bryophyte-farm-t3,Magma Heart Bryophyte Farm,BUILDING,3,1,60,Volcanic Planet,MUD;ONI;USTUR,Farm,,Graphene,36,Lumanite,28,Neodymium,21,Exotic Matter Core,25,Heat Sensor,23,,,,
magma-heart-bryophyte-farm-t4,Magma Heart Bryophyte Farm,BUILDING,4,1,50,Volcanic Planet,MUD;ONI;USTUR,Farm,,Graphene,42,Lumanite,34,Neodymium,26,Exotic Matter Core,30,Heat Sensor,27,Flow Controller,25,,
magma-heart-bryophyte-farm-t5,Magma Heart Bryophyte Farm,BUILDING,5,1,40,Volcanic Planet,MUD;ONI;USTUR,Farm,,Graphene,50,Lumanite,40,Neodymium,31,Exotic Matter Core,36,Heat Sensor,32,Flow Controller,30,Sensor Array,27
pyroclast-energen-farm-t1,Pyroclast Energen Farm,BUILDING,1,1,90,Volcanic Planet,MUD;ONI;USTUR,Farm,,Carbon,25,Lumanite,20,Neodymium,15,,,,,,,,
pyroclast-energen-farm-t2,Pyroclast Energen Farm,BUILDING,2,1,75,Volcanic Planet,MUD;ONI;USTUR,Farm,,Graphene,30,Lumanite,24,Neodymium,18,Core Stabilizer,21,,,,,,
pyroclast-energen-farm-t3,Pyroclast Energen Farm,BUILDING,3,1,60,Volcanic Planet,MUD;ONI;USTUR,Farm,,Graphene,36,Lumanite,29,Neodymium,22,Core Stabilizer,25,Heat Exchange Coils,23,,,,
pyroclast-energen-farm-t4,Pyroclast Energen Farm,BUILDING,4,1,50,Volcanic Planet,MUD;ONI;USTUR,Farm,,Graphene,42,Lumanite,35,Neodymium,27,Core Stabilizer,30,Heat Exchange Coils,28,Heat Circulation Pipes,25,,
pyroclast-energen-farm-t5,Pyroclast Energen Farm,BUILDING,5,1,40,Volcanic Planet,MUD;ONI;USTUR,Farm,,Graphene,51,Lumanite,42,Neodymium,32,Core Stabilizer,36,Heat Exchange Coils,33,Heat Circulation Pipes,30,Exotic Matter Core,27
cinder-crown-blossom-farm-t1,Cinder Crown Blossom Farm,BUILDING,1,2,90,Volcanic Planet,MUD;ONI;USTUR,Farm,,Carbon,25,Lumanite,20,Neodymium,15,,,,,,,,
cinder-crown-blossom-farm-t2,Cinder Crown Blossom Farm,BUILDING,2,2,75,Volcanic Planet,MUD;ONI;USTUR,Farm,,Graphene,30,Lumanite,24,Neodymium,18,Crystal Matrix,19,,,,,,
cinder-crown-blossom-farm-t3,Cinder Crown Blossom Farm,BUILDING,3,2,60,Volcanic Planet,MUD;ONI;USTUR,Farm,,Graphene,36,Lumanite,29,Neodymium,22,Crystal Matrix,23,Reactive Coating,21,,,,
cinder-crown-blossom-farm-t4,Cinder Crown Blossom Farm,BUILDING,4,2,50,Volcanic Planet,MUD;ONI;USTUR,Farm,,Graphene,42,Lumanite,34,Neodymium,26,Crystal Matrix,28,Reactive Coating,25,Cobalt,23,,
cinder-crown-blossom-farm-t5,Cinder Crown Blossom Farm,BUILDING,5,2,40,Volcanic Planet,MUD;ONI;USTUR,Farm,,Graphene,51,Lumanite,40,Neodymium,31,Crystal Matrix,33,Reactive Coating,30,Cobalt,27,Utility Conduit,25
terrestrial-central-hub-t1,Terrestrial Central Hub,BUILDING,1,1,90,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Arco,25,Framework,20,Copper Ore,15,,,,,,,,
terrestrial-central-hub-t2,Terrestrial Central Hub,BUILDING,2,1,135,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,29,Copper,24,Copper,18,Zinc,21,,,,,,
terrestrial-central-hub-t3,Terrestrial Central Hub,BUILDING,3,1,180,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,35,Copper,29,Copper,22,Zinc,25,Alloy Frame,23,,,,
terrestrial-central-hub-t4,Terrestrial Central Hub,BUILDING,4,1,270,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,42,Bio Stabilizer,35,Copper,26,Zinc,30,Alloy Frame,27,Monitoring Circuits,25,,
terrestrial-central-hub-t5,Terrestrial Central Hub,BUILDING,5,1,360,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,49,Bio Stabilizer,42,Copper,31,Zinc,35,Alloy Frame,33,Monitoring Circuits,30,Protective Coating,27
terrestrial-cultivation-hub-t1,Terrestrial Cultivation Hub,BUILDING,1,1,90,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Arco,25,Framework,20,Copper Ore,15,,,,,,,,
terrestrial-cultivation-hub-t2,Terrestrial Cultivation Hub,BUILDING,2,1,135,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,30,Copper,24,Copper,18,Heat Exchange Coils,21,,,,,,
terrestrial-cultivation-hub-t3,Terrestrial Cultivation Hub,BUILDING,3,1,180,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,36,Copper,29,Copper,22,Heat Exchange Coils,25,Heat Circulation Pipes,23,,,,
terrestrial-cultivation-hub-t4,Terrestrial Cultivation Hub,BUILDING,4,1,270,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,44,Bio Stabilizer,35,Copper,26,Heat Exchange Coils,29,Heat Circulation Pipes,27,Heat Sensor,25,,
terrestrial-cultivation-hub-t5,Terrestrial Cultivation Hub,BUILDING,5,1,360,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,52,Bio Stabilizer,41,Copper,31,Heat Exchange Coils,35,Heat Circulation Pipes,32,Heat Sensor,30,Monitoring Circuits,27
terrestrial-processing-hub-t1,Terrestrial Processing Hub,BUILDING,1,1,90,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Arco,25,Framework,20,Copper Ore,15,,,,,,,,
terrestrial-processing-hub-t2,Terrestrial Processing Hub,BUILDING,2,1,135,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,30,Copper,24,Copper,18,Tin,21,,,,,,
terrestrial-processing-hub-t3,Terrestrial Processing Hub,BUILDING,3,1,180,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,35,Copper,28,Copper,21,Tin,26,Heat Circulation Pipes,23,,,,
terrestrial-processing-hub-t4,Terrestrial Processing Hub,BUILDING,4,1,270,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,42,Bio Stabilizer,33,Copper,25,Tin,31,Heat Circulation Pipes,28,Protective Coating,25,,
terrestrial-processing-hub-t5,Terrestrial Processing Hub,BUILDING,5,1,360,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,49,Bio Stabilizer,39,Copper,30,Tin,37,Heat Circulation Pipes,34,Protective Coating,30,Generator Coils,27
terrestrial-extraction-hub-t1,Terrestrial Extraction Hub,BUILDING,1,1,90,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Arco,25,Framework,20,Copper Ore,15,,,,,,,,
terrestrial-extraction-hub-t2,Terrestrial Extraction Hub,BUILDING,2,1,135,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,30,Copper,24,Copper,18,Heat Exchange Coils,21,,,,,,
terrestrial-extraction-hub-t3,Terrestrial Extraction Hub,BUILDING,3,1,180,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,35,Copper,28,Copper,21,Heat Exchange Coils,25,Tin,23,,,,
terrestrial-extraction-hub-t4,Terrestrial Extraction Hub,BUILDING,4,1,270,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,41,Bio Stabilizer,34,Copper,26,Heat Exchange Coils,29,Tin,28,Base Structure,25,,
terrestrial-extraction-hub-t5,Terrestrial Extraction Hub,BUILDING,5,1,360,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,48,Bio Stabilizer,40,Copper,31,Heat Exchange Coils,34,Tin,34,Base Structure,30,Core Stabilizer,27
terrestrial-storage-hub-t1,Terrestrial Storage Hub,BUILDING,1,1,90,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Arco,25,Framework,20,Copper Ore,15,,,,,,,,
terrestrial-storage-hub-t2,Terrestrial Storage Hub,BUILDING,2,1,135,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,30,Copper,24,Copper,18,Control Circuit,21,,,,,,
terrestrial-storage-hub-t3,Terrestrial Storage Hub,BUILDING,3,1,180,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,36,Copper,28,Copper,22,Control Circuit,25,Copper Wire,23,,,,
terrestrial-storage-hub-t4,Terrestrial Storage Hub,BUILDING,4,1,270,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,42,Bio Stabilizer,33,Copper,26,Control Circuit,30,Copper Wire,27,Copper,25,,
terrestrial-storage-hub-t5,Terrestrial Storage Hub,BUILDING,5,1,360,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,50,Bio Stabilizer,40,Copper,32,Control Circuit,36,Copper Wire,33,Copper,30,Base Structure,27
terrestrial-farm-hub-t1,Terrestrial Farm Hub,BUILDING,1,1,90,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Arco,25,Framework,20,Copper Ore,15,,,,,,,,
terrestrial-farm-hub-t2,Terrestrial Farm Hub,BUILDING,2,1,135,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,30,Copper,24,Copper,18,Iron,21,,,,,,
terrestrial-farm-hub-t3,Terrestrial Farm Hub,BUILDING,3,1,180,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,36,Copper,28,Copper,22,Iron,25,Monitoring Circuits,23,,,,
terrestrial-farm-hub-t4,Terrestrial Farm Hub,BUILDING,4,1,270,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,43,Bio Stabilizer,34,Copper,27,Iron,30,Monitoring Circuits,28,Structural Joint,25,,
terrestrial-farm-hub-t5,Terrestrial Farm Hub,BUILDING,5,1,360,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,51,Bio Stabilizer,40,Copper,32,Iron,36,Monitoring Circuits,33,Structural Joint,30,Sensor Array,27
terrestrial-power-plant-t1,Terrestrial Power Plant,BUILDING,1,1,90,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Arco,25,Framework,20,Copper Ore,15,,,,,,,,
terrestrial-power-plant-t2,Terrestrial Power Plant,BUILDING,2,1,135,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,30,Copper,24,Copper,18,Iron,21,,,,,,
terrestrial-power-plant-t3,Terrestrial Power Plant,BUILDING,3,1,180,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,36,Copper,29,Copper,21,Iron,25,Zinc,23,,,,
terrestrial-power-plant-t4,Terrestrial Power Plant,BUILDING,4,1,270,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,44,Bio Stabilizer,34,Copper,25,Iron,30,Zinc,28,Control Circuit,25,,
terrestrial-power-plant-t5,Terrestrial Power Plant,BUILDING,5,1,360,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,52,Bio Stabilizer,40,Copper,30,Iron,35,Zinc,33,Control Circuit,29,Transfer Lines,27
terrestrial-crew-quarters-t1,Terrestrial Crew Quarters,BUILDING,1,1,90,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Arco,25,Framework,20,Copper Ore,15,,,,,,,,
terrestrial-crew-quarters-t2,Terrestrial Crew Quarters,BUILDING,2,1,135,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,30,Copper,24,Copper,18,Generator Coils,21,,,,,,
terrestrial-crew-quarters-t3,Terrestrial Crew Quarters,BUILDING,3,1,180,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,35,Copper,29,Copper,22,Generator Coils,25,Control Circuit,23,,,,
terrestrial-crew-quarters-t4,Terrestrial Crew Quarters,BUILDING,4,1,270,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,42,Bio Stabilizer,35,Copper,26,Generator Coils,30,Control Circuit,27,Alloy Frame,25,,
terrestrial-crew-quarters-t5,Terrestrial Crew Quarters,BUILDING,5,1,360,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,49,Bio Stabilizer,42,Copper,31,Generator Coils,36,Control Circuit,32,Alloy Frame,30,Heat Sensor,27
terrestrial-storage-module-t1,Storage Module,BUILDING,1,1,90,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Arco,25,Framework,20,Copper Ore,15,,,,,,,,
terrestrial-storage-module-t2,Storage Module,BUILDING,2,1,135,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,29,Copper,24,Copper,18,Tin,21,,,,,,
terrestrial-storage-module-t3,Storage Module,BUILDING,3,1,180,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,34,Copper,29,Copper,22,Tin,25,Field Coils,23,,,,
terrestrial-storage-module-t4,Storage Module,BUILDING,4,1,270,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,40,Bio Stabilizer,34,Copper,26,Tin,30,Field Coils,28,Heat Sensor,25,,
terrestrial-storage-module-t5,Storage Module,BUILDING,5,1,360,Terrestrial Planet,MUD;ONI;USTUR,Infrastructure,,Iron,48,Bio Stabilizer,41,Copper,31,Tin,36,Field Coils,33,Heat Sensor,30,Heat Circulation Pipes,27
dysprosium-extractor-t1,Dysprosium Extractor,BUILDING,1,4,300,Terrestrial Planet,MUD;ONI;USTUR,Extraction,,Capacity Control Core,19,Fire Control Core,16,Service Management Core,13,,,,,,,,
dysprosium-extractor-t2,Dysprosium Extractor,BUILDING,2,4,250,Terrestrial Planet,MUD;ONI;USTUR,Extraction,,Capacity Control Core,23,Fire Control Core,19,Service Management Core,16,Ochre Ingot,15,,,,,,
dysprosium-extractor-t3,Dysprosium Extractor,BUILDING,3,4,200,Terrestrial Planet,MUD;ONI;USTUR,Extraction,,Capacity Control Core,27,Fire Control Core,23,Service Management Core,20,Ochre Ingot,18,Launch Control Core,17,,,,
dysprosium-extractor-t4,Dysprosium Extractor,BUILDING,4,4,160,Terrestrial Planet,MUD;ONI;USTUR,Extraction,,Capacity Control Core,33,Fire Control Core,27,Service Management Core,24,Ochre Ingot,22,Launch Control Core,20,Utility Matrix,19,,
dysprosium-extractor-t5,Dysprosium Extractor,BUILDING,5,4,120,Terrestrial Planet,MUD;ONI;USTUR,Extraction,,Capacity Control Core,40,Fire Control Core,33,Service Management Core,29,Ochre Ingot,27,Launch Control Core,24,Utility Matrix,23,Structural Control Array,21
gold-ore-extractor-t1,Gold Ore Extractor,BUILDING,1,3,180,Terrestrial Planet,MUD;ONI;USTUR,Extraction,,Steel,21,Aerogel,18,Chisenic Processor,15,,,,,,,,
gold-ore-extractor-t2,Gold Ore Extractor,BUILDING,2,3,150,Terrestrial Planet,MUD;ONI;USTUR,Extraction,,Steel,25,Aerogel,22,Chisenic Processor,18,Framework,21,,,,,,
gold-ore-extractor-t3,Gold Ore Extractor,BUILDING,3,3,120,Terrestrial Planet,MUD;ONI;USTUR,Extraction,,Steel,30,Aerogel,26,Chisenic Processor,22,Framework,25,Deployment Interface,19,,,,
gold-ore-extractor-t4,Gold Ore Extractor,BUILDING,4,3,100,Terrestrial Planet,MUD;ONI;USTUR,Extraction,,Steel,36,Aerogel,31,Chisenic Processor,26,Framework,30,Deployment Interface,23,Coupling Control Core,21,,
gold-ore-extractor-t5,Gold Ore Extractor,BUILDING,5,3,80,Terrestrial Planet,MUD;ONI;USTUR,Extraction,,Steel,43,Aerogel,37,Chisenic Processor,31,Framework,36,Deployment Interface,28,Coupling Control Core,25,Gold,23
thermoplastic-resin-extractor-t1,Thermoplastic Resin Extractor,BUILDING,1,1,90,Terrestrial Planet,MUD;ONI;USTUR,Extraction,,Arco,25,Framework,20,Copper Ore,15,,,,,,,,
thermoplastic-resin-extractor-t2,Thermoplastic Resin Extractor,BUILDING,2,1,75,Terrestrial Planet,MUD;ONI;USTUR,Extraction,,Iron,30,Copper,24,Copper,18,Alloy Frame,21,,,,,,
thermoplastic-resin-extractor-t3,Thermoplastic Resin Extractor,BUILDING,3,1,60,Terrestrial Planet,MUD;ONI;USTUR,Extraction,,Iron,36,Copper,29,Copper,22,Alloy Frame,25,Protective Coating,23,,,,
thermoplastic-resin-extractor-t4,Thermoplastic Resin Extractor,BUILDING,4,1,50,Terrestrial Planet,MUD;ONI;USTUR,Extraction,,Iron,43,Bio Stabilizer,35,Copper,27,Alloy Frame,30,Protective Coating,28,Pump Assembly,25,,
thermoplastic-resin-extractor-t5,Thermoplastic Resin Extractor,BUILDING,5,1,40,Terrestrial Planet,MUD;ONI;USTUR,Extraction,,Iron,50,Bio Stabilizer,41,Copper,32,Alloy Frame,36,Protective Coating,34,Pump Assembly,30,Heat Circulation Pipes,27
ochre-ore-extractor-t1,Ochre Ore Extractor,BUILDING,1,4,300,Terrestrial Planet,MUD;ONI;USTUR,Extraction,,Capacity Control Core,19,Utility Matrix,16,Launch Control Core,13,,,,,,,,
ochre-ore-extractor-t2,Ochre Ore Extractor,BUILDING,2,4,250,Terrestrial Planet,MUD;ONI;USTUR,Extraction,,Capacity Control Core,23,Utility Matrix,19,Launch Control Core,15,Ochre Ingot,15,,,,,,
ochre-ore-extractor-t3,Ochre Ore Extractor,BUILDING,3,4,200,Terrestrial Planet,MUD;ONI;USTUR,Extraction,,Capacity Control Core,28,Utility Matrix,23,Launch Control Core,18,Ochre Ingot,18,Structural Control Array,17,,,,
ochre-ore-extractor-t4,Ochre Ore Extractor,BUILDING,4,4,160,Terrestrial Planet,MUD;ONI;USTUR,Extraction,,Capacity Control Core,33,Utility Matrix,28,Launch Control Core,21,Ochre Ingot,22,Structural Control Array,20,Fire Control Core,19,,
ochre-ore-extractor-t5,Ochre Ore Extractor,BUILDING,5,4,120,Terrestrial Planet,MUD;ONI;USTUR,Extraction,,Capacity Control Core,39,Utility Matrix,33,Launch Control Core,25,Ochre Ingot,26,Structural Control Array,24,Fire Control Core,23,Service Management Core,21
amber-resin-extractor-t1,Amber Resin Extractor,BUILDING,1,2,90,Terrestrial Planet; Volcanic Planet,MUD;ONI;USTUR,Extraction,,Graphene,23,Hydrocarbon,20,Utility Conduit,17,,,,,,,,
amber-resin-extractor-t2,Amber Resin Extractor,BUILDING,2,2,75,Terrestrial Planet; Volcanic Planet,MUD;ONI;USTUR,Extraction,,Graphene,28,Hydrocarbon,24,Utility Conduit,20,Framework,21,,,,,,
amber-resin-extractor-t3,Amber Resin Extractor,BUILDING,3,2,60,Terrestrial Planet; Volcanic Planet,MUD;ONI;USTUR,Extraction,,Graphene,33,Hydrocarbon,29,Utility Conduit,24,Framework,25,Emergency Transmitter,21,,,,
amber-resin-extractor-t4,Amber Resin Extractor,BUILDING,4,2,50,Terrestrial Planet; Volcanic Planet,MUD;ONI;USTUR,Extraction,,Graphene,40,Hydrocarbon,34,Utility Conduit,29,Framework,30,Emergency Transmitter,25,Bio Stabilizer,23,,
amber-resin-extractor-t5,Amber Resin Extractor,BUILDING,5,2,40,Terrestrial Planet; Volcanic Planet,MUD;ONI;USTUR,Extraction,,Graphene,47,Hydrocarbon,40,Utility Conduit,34,Framework,35,Emergency Transmitter,30,Bio Stabilizer,28,Processing Matrix,25
barren-central-hub-t1,Barren Central Hub,BUILDING,1,1,90,Barren Planet,MUD;ONI;USTUR,Infrastructure,,Arco,25,Iron Ore,20,Rhenium Ore,15,,,,,,,,
barren-central-hub-t2,Barren Central Hub,BUILDING,2,1,135,Barren Planet,MUD;ONI;USTUR,Infrastructure,,Framework,30,Iron,24,Rhenium Ore,18,Barrier Material,21,,,,,,
barren-central-hub-t3,Barren Central Hub,BUILDING,3,1,180,Barren Planet,MUD;ONI;USTUR,Infrastructure,,Framework,35,Iron,28,Rhenium Ore,22,Barrier Material,25,Framework,23,,,,
barren-central-hub-t4,Barren Central Hub,BUILDING,4,1,270,Barren Planet,MUD;ONI;USTUR,Infrastructure,,Framework,41,Iron,33,Rhenium Ore,26,Barrier Material,30,Framework,27,Structural Shell,25,,
barren-central-hub-t5,Barren Central Hub,BUILDING,5,1,360,Barren Planet,MUD;ONI;USTUR,Infrastructure,,Framework,49,Iron,39,Rhenium Ore,31,Barrier Material,35,Framework,32,Structural Shell,30,Alloy Frame,27
barren-cultivation-hub-t1,Barren Cultivation Hub,BUILDING,1,1,90,Barren Planet,MUD;ONI;USTUR,Infrastructure,,Arco,25,Iron Ore,20,Rhenium Ore,15,,,,,,,,
barren-cultivation-hub-t2,Barren Cultivation Hub,BUILDING,2,1,135,Barren Planet,MUD;ONI;USTUR,Infrastructure,,Framework,29,Iron,24,Rhenium Ore,18,Heavy Alloy,21,,,,,,
barren-cultivation-hub-t3,Barren Cultivation Hub,BUILDING,3,1,180,Barren Planet,MUD;ONI;USTUR,Infrastructure,,Framework,34,Iron,29,Rhenium Ore,22,Heavy Alloy,25,Barrier Material,23,,,,
barren-cultivation-hub-t4,Barren Cultivation Hub,BUILDING,4,1,270,Barren Planet,MUD;ONI;USTUR,Infrastructure,,Framework,40,Iron,34,Rhenium Ore,26,Heavy Alloy,30,Barrier Material,27,Load Bearing Beams,25,,
barren-cultivation-hub-t5,Barren Cultivation Hub,BUILDING,5,1,360,Barren Planet,MUD;ONI;USTUR,Infrastructure,,Framework,48,Iron,41,Rhenium Ore,31,Heavy Alloy,35,Barrier Material,33,Load Bearing Beams,30,Generator Coils,27
barren-processing-hub-t1,Barren Processing Hub,BUILDING,1,1,90,Barren Planet,MUD;ONI;USTUR,Infrastructure,,Arco,25,Iron Ore,20,Rhenium Ore,15,,,,,,,,
