OutputID,OutputName,ComponentCategory,OutputType,Size,OutputTier,ConstructionTime,PlanetTypes,Factions,ResourceType,ProductionSteps,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7,Ingredient8,Quantity8,Column 28,Column 29
biolumite-extractor-t2,Biolumite Extractor T2,,BUILDING,,2,600,Ice Giant,MUD,STRUCTURE,2,Neural Processing Core,1,Framework 3,1,Quantum Data Processor,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
biolumite-extractor-t3,Biolumite Extractor T3,,BUILDING,,3,900,Ice Giant,MUD,STRUCTURE,3,Neural Processing Core,1,Framework 3,1,Quantum Data Processor,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
biolumite-extractor-t4,Biolumite Extractor T4,,BUILDING,,4,1200,Ice Giant,MUD,STRUCTURE,4,Neural Processing Core,1,Framework 3,1,Quantum Data Processor,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
biolumite-extractor-t5,Biolumite Extractor T5,,BUILDING,,5,1500,Ice Giant,MUD,STRUCTURE,5,Neural Processing Core,1,Framework 3,1,Quantum Data Processor,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
black-opal-extractor-t1,Black Opal Extractor T1,,BUILDING,,1,300,Barren Planet,USTUR,STRUCTURE,1,Quantum Data Processor,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
black-opal-extractor-t2,Black Opal Extractor T2,,BUILDING,,2,600,Barren Planet,USTUR,STRUCTURE,2,Quantum Data Processor,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
black-opal-extractor-t3,Black Opal Extractor T3,,BUILDING,,3,900,Barren Planet,USTUR,STRUCTURE,3,Quantum Data Processor,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
black-opal-extractor-t4,Black Opal Extractor T4,,BUILDING,,4,1200,Barren Planet,USTUR,STRUCTURE,4,Quantum Data Processor,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
black-opal-extractor-t5,Black Opal Extractor T5,,BUILDING,,5,1500,Barren Planet,USTUR,STRUCTURE,5,Quantum Data Processor,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
jasphorus-crystals-extractor-t1,Jasphorus Crystals Extractor T1,,BUILDING,,1,300,Barren Planet,ONI,STRUCTURE,1,Quantum Data Processor,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
jasphorus-crystals-extractor-t2,Jasphorus Crystals Extractor T2,,BUILDING,,2,600,Barren Planet,ONI,STRUCTURE,2,Quantum Data Processor,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
jasphorus-crystals-extractor-t3,Jasphorus Crystals Extractor T3,,BUILDING,,3,900,Barren Planet,ONI,STRUCTURE,3,Quantum Data Processor,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
jasphorus-crystals-extractor-t4,Jasphorus Crystals Extractor T4,,BUILDING,,4,1200,Barren Planet,ONI,STRUCTURE,4,Quantum Data Processor,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
jasphorus-crystals-extractor-t5,Jasphorus Crystals Extractor T5,,BUILDING,,5,1500,Barren Planet,ONI,STRUCTURE,5,Quantum Data Processor,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
rhenium-ore-extractor-t1,Rhenium Ore Extractor T1,,BUILDING,,1,300,System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,1,Control Circuit,1,Copper Wire,1,Framework 1,1,,,,,,,,,,,,
rhenium-ore-extractor-t2,Rhenium Ore Extractor T2,,BUILDING,,2,600,System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,2,Control Circuit,1,Copper Wire,1,Framework 1,1,,,,,,,,,,,,
rhenium-ore-extractor-t3,Rhenium Ore Extractor T3,,BUILDING,,3,900,System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,3,Circuit Board,1,Circuit Breaker Assembly,1,Steel,1,Sensor Chip,1,,,,,,,,,,
rhenium-ore-extractor-t4,Rhenium Ore Extractor T4,,BUILDING,,4,1200,System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,4,Lock Mechanism,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Magnet,1,Cooling System,1,Repair Kit 3,1,,,,
rhenium-ore-extractor-t5,Rhenium Ore Extractor T5,,BUILDING,,5,1500,System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,5,Quantum Shield Core,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
rhodium-ore-extractor-t1,Rhodium Ore Extractor T1,,BUILDING,,1,300,Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,1,Platinum Alloy,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Lock Mechanism,1,Cooling System,1,Repair Kit 3,1,,,,
rhodium-ore-extractor-t2,Rhodium Ore Extractor T2,,BUILDING,,2,600,Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,2,Platinum Alloy,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Lock Mechanism,1,Cooling System,1,Repair Kit 3,1,,,,
rhodium-ore-extractor-t3,Rhodium Ore Extractor T3,,BUILDING,,3,900,Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,3,Platinum Alloy,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Lock Mechanism,1,Cooling System,1,Repair Kit 3,1,,,,
rhodium-ore-extractor-t4,Rhodium Ore Extractor T4,,BUILDING,,4,1200,Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,4,Platinum Alloy,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Lock Mechanism,1,Cooling System,1,Repair Kit 3,1,,,,
rhodium-ore-extractor-t5,Rhodium Ore Extractor T5,,BUILDING,,5,1500,Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,5,Quantum Shield Core,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
rochinol-extractor-t1,Rochinol Extractor T1,,BUILDING,,1,300,Barren Planet;Dark Planet;Ice Giant;Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,1,Control Circuit,1,Copper Wire,1,Framework 1,1,,,,,,,,,,,,
rochinol-extractor-t2,Rochinol Extractor T2,,BUILDING,,2,600,Barren Planet;Dark Planet;Ice Giant;Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,2,Control Circuit,1,Copper Wire,1,Framework 1,1,,,,,,,,,,,,
rochinol-extractor-t3,Rochinol Extractor T3,,BUILDING,,3,900,Barren Planet;Dark Planet;Ice Giant;Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,3,Circuit Board,1,Circuit Breaker Assembly,1,Steel,1,Sensor Chip,1,,,,,,,,,,
rochinol-extractor-t4,Rochinol Extractor T4,,BUILDING,,4,1200,Barren Planet;Dark Planet;Ice Giant;Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,4,Lock Mechanism,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Magnet,1,Cooling System,1,Repair Kit 3,1,,,,
rochinol-extractor-t5,Rochinol Extractor T5,,BUILDING,,5,1500,Barren Planet;Dark Planet;Ice Giant;Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,5,Neural Processing Core,1,Framework 3,1,Quantum Data Processor,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
ruby-crystals-extractor-t1,Ruby Crystals Extractor T1,,BUILDING,,1,300,Ice Giant,MUD;ONI;USTUR,STRUCTURE,1,Framework 1,1,Control Circuit,1,Drive Motor,1,,,,,,,,,,,,
ruby-crystals-extractor-t2,Ruby Crystals Extractor T2,,BUILDING,,2,600,Ice Giant,MUD;ONI;USTUR,STRUCTURE,2,Framework 1,1,Control Circuit,1,Drive Motor,1,,,,,,,,,,,,
ruby-crystals-extractor-t3,Ruby Crystals Extractor T3,,BUILDING,,3,900,Ice Giant,MUD;ONI;USTUR,STRUCTURE,3,Steel,1,Circuit Board,1,Scanner Module,1,Magnet,1,,,,,,,,,,
ruby-crystals-extractor-t4,Ruby Crystals Extractor T4,,BUILDING,,4,1200,Ice Giant,MUD;ONI;USTUR,STRUCTURE,4,Power Junction Hub,1,Framework 3,1,Circuit Board,1,Scanner Module,1,Lock Mechanism,1,Cooling System,1,Repair Kit 3,1,,,,
ruby-crystals-extractor-t5,Ruby Crystals Extractor T5,,BUILDING,,5,1500,Ice Giant,MUD;ONI;USTUR,STRUCTURE,5,Neural Processing Core,1,Framework 3,1,Quantum Data Processor,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
sapphire-crystals-extractor-t1,Sapphire Crystals Extractor T1,,BUILDING,,1,300,Ice Giant,MUD;ONI;USTUR,STRUCTURE,1,Steel,1,Circuit Board,1,Scanner Module,1,Magnet,1,,,,,,,,,,
sapphire-crystals-extractor-t2,Sapphire Crystals Extractor T2,,BUILDING,,2,600,Ice Giant,MUD;ONI;USTUR,STRUCTURE,2,Steel,1,Circuit Board,1,Scanner Module,1,Magnet,1,,,,,,,,,,
sapphire-crystals-extractor-t3,Sapphire Crystals Extractor T3,,BUILDING,,3,900,Ice Giant,MUD;ONI;USTUR,STRUCTURE,3,Steel,1,Circuit Board,1,Scanner Module,1,Magnet,1,,,,,,,,,,
sapphire-crystals-extractor-t4,Sapphire Crystals Extractor T4,,BUILDING,,4,1200,Ice Giant,MUD;ONI;USTUR,STRUCTURE,4,Power Junction Hub,1,Framework 3,1,Circuit Board,1,Scanner Module,1,Lock Mechanism,1,Cooling System,1,Repair Kit 3,1,,,,
sapphire-crystals-extractor-t5,Sapphire Crystals Extractor T5,,BUILDING,,5,1500,Ice Giant,MUD;ONI;USTUR,STRUCTURE,5,Neural Processing Core,1,Framework 3,1,Quantum Data Processor,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
scandium-ore-extractor-t1,Scandium Ore Extractor T1,,BUILDING,,1,300,System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,1,Control Circuit,1,Copper Wire,1,Framework 1,1,,,,,,,,,,,,
scandium-ore-extractor-t2,Scandium Ore Extractor T2,,BUILDING,,2,600,System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,2,Control Circuit,1,Copper Wire,1,Framework 1,1,,,,,,,,,,,,
scandium-ore-extractor-t3,Scandium Ore Extractor T3,,BUILDING,,3,900,System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,3,Circuit Board,1,Circuit Breaker Assembly,1,Steel,1,Sensor Chip,1,,,,,,,,,,
scandium-ore-extractor-t4,Scandium Ore Extractor T4,,BUILDING,,4,1200,System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,4,Lock Mechanism,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Magnet,1,Cooling System,1,Repair Kit 3,1,,,,
scandium-ore-extractor-t5,Scandium Ore Extractor T5,,BUILDING,,5,1500,System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,5,Superconductor Grid,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
silica-extractor-t1,Silica Extractor T1,,BUILDING,,1,300,System Asteroid Belt;Terrestrial Planet,MUD;ONI;USTUR,STRUCTURE,1,Control Circuit,1,Copper Wire,1,Framework 1,1,,,,,,,,,,,,
silica-extractor-t2,Silica Extractor T2,,BUILDING,,2,600,System Asteroid Belt;Terrestrial Planet,MUD;ONI;USTUR,STRUCTURE,2,Control Circuit,1,Copper Wire,1,Framework 1,1,,,,,,,,,,,,
silica-extractor-t3,Silica Extractor T3,,BUILDING,,3,900,System Asteroid Belt;Terrestrial Planet,MUD;ONI;USTUR,STRUCTURE,3,Cooling System,1,Circuit Board,1,Steel,1,Sensor Chip,1,,,,,,,,,,
silica-extractor-t4,Silica Extractor T4,,BUILDING,,4,1200,System Asteroid Belt;Terrestrial Planet,MUD;ONI;USTUR,STRUCTURE,4,Lock Mechanism,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Magnet,1,Cooling System,1,Repair Kit 3,1,,,,
silica-extractor-t5,Silica Extractor T5,,BUILDING,,5,1500,System Asteroid Belt;Terrestrial Planet,MUD;ONI;USTUR,STRUCTURE,5,Superconductor Grid,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
silicon-crystal-extractor-t1,Silicon Crystal Extractor T1,,BUILDING,,1,300,Dark Planet;System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,1,Control Circuit,1,Copper Wire,1,Framework 1,1,,,,,,,,,,,,
silicon-crystal-extractor-t2,Silicon Crystal Extractor T2,,BUILDING,,2,600,Dark Planet;System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,2,Control Circuit,1,Copper Wire,1,Framework 1,1,,,,,,,,,,,,
silicon-crystal-extractor-t3,Silicon Crystal Extractor T3,,BUILDING,,3,900,Dark Planet;System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,3,Circuit Board,1,Circuit Breaker Assembly,1,Steel,1,Sensor Chip,1,,,,,,,,,,
silicon-crystal-extractor-t4,Silicon Crystal Extractor T4,,BUILDING,,4,1200,Dark Planet;System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,4,Lock Mechanism,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Magnet,1,Cooling System,1,Repair Kit 3,1,,,,
silicon-crystal-extractor-t5,Silicon Crystal Extractor T5,,BUILDING,,5,1500,Dark Planet;System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,5,Neural Processing Core,1,Framework 3,1,Quantum Data Processor,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
silver-ore-extractor-t1,Silver Ore Extractor T1,,BUILDING,,1,300,Dark Planet,MUD;ONI;USTUR,STRUCTURE,1,Drive Motor,1,Flow Regulator,1,Framework 1,1,,,,,,,,,,,,
silver-ore-extractor-t2,Silver Ore Extractor T2,,BUILDING,,2,600,Dark Planet,MUD;ONI;USTUR,STRUCTURE,2,Drive Motor,1,Flow Regulator,1,Framework 1,1,,,,,,,,,,,,
silver-ore-extractor-t3,Silver Ore Extractor T3,,BUILDING,,3,900,Dark Planet,MUD;ONI;USTUR,STRUCTURE,3,Circuit Board,1,Performance Monitor,1,Steel,1,Sensor Chip,1,,,,,,,,,,
silver-ore-extractor-t4,Silver Ore Extractor T4,,BUILDING,,4,1200,Dark Planet,MUD;ONI;USTUR,STRUCTURE,4,Lock Mechanism,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Magnet,1,Cooling System,1,Repair Kit 3,1,,,,
silver-ore-extractor-t5,Silver Ore Extractor T5,,BUILDING,,5,1500,Dark Planet,MUD;ONI;USTUR,STRUCTURE,5,Neural Processing Core,1,Framework 3,1,Quantum Data Processor,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
sodium-crystals-extractor-t1,Sodium Crystals Extractor T1,,BUILDING,,1,300,System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,1,Control Circuit,1,Copper Wire,1,Framework 1,1,,,,,,,,,,,,
sodium-crystals-extractor-t2,Sodium Crystals Extractor T2,,BUILDING,,2,600,System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,2,Control Circuit,1,Copper Wire,1,Framework 1,1,,,,,,,,,,,,
sodium-crystals-extractor-t3,Sodium Crystals Extractor T3,,BUILDING,,3,900,System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,3,Circuit Board,1,Circuit Breaker Assembly,1,Steel,1,Sensor Chip,1,,,,,,,,,,
sodium-crystals-extractor-t4,Sodium Crystals Extractor T4,,BUILDING,,4,1200,System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,4,Lock Mechanism,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Magnet,1,Cooling System,1,Repair Kit 3,1,,,,
sodium-crystals-extractor-t5,Sodium Crystals Extractor T5,,BUILDING,,5,1500,System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,5,Superconductor Grid,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
strontium-crystals-extractor-t1,Strontium Crystals Extractor T1,,BUILDING,,1,300,System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,1,Superconductor Grid,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
strontium-crystals-extractor-t2,Strontium Crystals Extractor T2,,BUILDING,,2,600,System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,2,Superconductor Grid,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
strontium-crystals-extractor-t3,Strontium Crystals Extractor T3,,BUILDING,,3,900,System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,3,Superconductor Grid,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
strontium-crystals-extractor-t4,Strontium Crystals Extractor T4,,BUILDING,,4,1200,System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,4,Superconductor Grid,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
strontium-crystals-extractor-t5,Strontium Crystals Extractor T5,,BUILDING,,5,1500,System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,5,Superconductor Grid,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
tantalum-ore-extractor-t1,Tantalum Ore Extractor T1,,BUILDING,,1,300,Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,1,Control Circuit,1,Tritium Cell,1,Framework 1,1,,,,,,,,,,,,
tantalum-ore-extractor-t2,Tantalum Ore Extractor T2,,BUILDING,,2,600,Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,2,Control Circuit,1,Tritium Cell,1,Framework 1,1,,,,,,,,,,,,
tantalum-ore-extractor-t3,Tantalum Ore Extractor T3,,BUILDING,,3,900,Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,3,Scanner Module,1,Fiber Optic Bundle,1,Steel,1,Circuit Board,1,,,,,,,,,,
tantalum-ore-extractor-t4,Tantalum Ore Extractor T4,,BUILDING,,4,1200,Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,4,Platinum Alloy,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Lock Mechanism,1,Cooling System,1,Repair Kit 3,1,,,,
tantalum-ore-extractor-t5,Tantalum Ore Extractor T5,,BUILDING,,5,1500,Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,5,Quantum Shield Core,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
opal-fragments-extractor-t1,Opal Fragments Extractor T1,,BUILDING,,1,300,Dark Planet,ONI,STRUCTURE,1,Neural Processing Core,1,Framework 3,1,Quantum Data Processor,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
opal-fragments-extractor-t2,Opal Fragments Extractor T2,,BUILDING,,2,600,Dark Planet,ONI,STRUCTURE,2,Neural Processing Core,1,Framework 3,1,Quantum Data Processor,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
opal-fragments-extractor-t3,Opal Fragments Extractor T3,,BUILDING,,3,900,Dark Planet,ONI,STRUCTURE,3,Neural Processing Core,1,Framework 3,1,Quantum Data Processor,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
opal-fragments-extractor-t4,Opal Fragments Extractor T4,,BUILDING,,4,1200,Dark Planet,ONI,STRUCTURE,4,Neural Processing Core,1,Framework 3,1,Quantum Data Processor,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
opal-fragments-extractor-t5,Opal Fragments Extractor T5,,BUILDING,,5,1500,Dark Planet,ONI,STRUCTURE,5,Neural Processing Core,1,Framework 3,1,Quantum Data Processor,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
thermal-bloom-sediment-extractor-t1,Thermal Bloom Sediment Extractor T1,,BUILDING,,1,300,Oceanic Planet,MUD;ONI;USTUR,STRUCTURE,1,Polymer,1,Fiber Optic Bundle,1,Framework 1,1,,,,,,,,,,,,
thermal-bloom-sediment-extractor-t2,Thermal Bloom Sediment Extractor T2,,BUILDING,,2,600,Oceanic Planet,MUD;ONI;USTUR,STRUCTURE,2,Polymer,1,Fiber Optic Bundle,1,Framework 1,1,,,,,,,,,,,,
thermal-bloom-sediment-extractor-t3,Thermal Bloom Sediment Extractor T3,,BUILDING,,3,900,Oceanic Planet,MUD;ONI;USTUR,STRUCTURE,3,Cooling System,1,Performance Monitor,1,Steel,1,Circuit Board,1,,,,,,,,,,
thermal-bloom-sediment-extractor-t4,Thermal Bloom Sediment Extractor T4,,BUILDING,,4,1200,Oceanic Planet,MUD;ONI;USTUR,STRUCTURE,4,Lock Mechanism,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Magnet,1,Cooling System,1,Repair Kit 3,1,,,,
thermal-bloom-sediment-extractor-t5,Thermal Bloom Sediment Extractor T5,,BUILDING,,5,1500,Oceanic Planet,MUD;ONI;USTUR,STRUCTURE,5,Quantum Data Processor,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
thermal-regulator-stone-extractor-t1,Thermal Regulator Stone Extractor T1,,BUILDING,,1,300,Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,1,Control Circuit,1,Tritium Cell,1,Framework 1,1,,,,,,,,,,,,
thermal-regulator-stone-extractor-t2,Thermal Regulator Stone Extractor T2,,BUILDING,,2,600,Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,2,Control Circuit,1,Tritium Cell,1,Framework 1,1,,,,,,,,,,,,
thermal-regulator-stone-extractor-t3,Thermal Regulator Stone Extractor T3,,BUILDING,,3,900,Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,3,Scanner Module,1,Fiber Optic Bundle,1,Steel,1,Circuit Board,1,,,,,,,,,,
thermal-regulator-stone-extractor-t4,Thermal Regulator Stone Extractor T4,,BUILDING,,4,1200,Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,4,Platinum Alloy,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Lock Mechanism,1,Cooling System,1,Repair Kit 3,1,,,,
thermal-regulator-stone-extractor-t5,Thermal Regulator Stone Extractor T5,,BUILDING,,5,1500,Volcanic Planet,MUD;ONI;USTUR,STRUCTURE,5,Quantum Shield Core,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
resonium-ore-extractor-t1,Resonium Ore Extractor T1,,BUILDING,,1,300,Barren Planet,MUD,STRUCTURE,1,Quantum Data Processor,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
resonium-ore-extractor-t2,Resonium Ore Extractor T2,,BUILDING,,2,600,Barren Planet,MUD,STRUCTURE,2,Quantum Data Processor,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
resonium-ore-extractor-t3,Resonium Ore Extractor T3,,BUILDING,,3,900,Barren Planet,MUD,STRUCTURE,3,Quantum Data Processor,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
resonium-ore-extractor-t4,Resonium Ore Extractor T4,,BUILDING,,4,1200,Barren Planet,MUD,STRUCTURE,4,Quantum Data Processor,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
resonium-ore-extractor-t5,Resonium Ore Extractor T5,,BUILDING,,5,1500,Barren Planet,MUD,STRUCTURE,5,Quantum Data Processor,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
tin-ore-extractor-t1,Tin Ore Extractor T1,,BUILDING,,1,300,Barren Planet,MUD;ONI;USTUR,STRUCTURE,1,Control Circuit,1,Copper Wire,1,Framework 1,1,,,,,,,,,,,,
tin-ore-extractor-t2,Tin Ore Extractor T2,,BUILDING,,2,600,Barren Planet,MUD;ONI;USTUR,STRUCTURE,2,Control Circuit,1,Copper Wire,1,Framework 1,1,,,,,,,,,,,,
tin-ore-extractor-t3,Tin Ore Extractor T3,,BUILDING,,3,900,Barren Planet,MUD;ONI;USTUR,STRUCTURE,3,Circuit Board,1,Circuit Breaker Assembly,1,Steel,1,Sensor Chip,1,,,,,,,,,,
tin-ore-extractor-t4,Tin Ore Extractor T4,,BUILDING,,4,1200,Barren Planet,MUD;ONI;USTUR,STRUCTURE,4,Titanium Alloy,1,Framework 3,1,Power Junction Hub,1,Scanner Module,1,Lock Mechanism,1,Cooling System,1,Repair Kit 3,1,,,,
tin-ore-extractor-t5,Tin Ore Extractor T5,,BUILDING,,5,1500,Barren Planet,MUD;ONI;USTUR,STRUCTURE,5,Quantum Data Processor,1,Framework 3,1,Neural Processing Core,1,Scanner Module,1,Lock Mechanism,1,Quantum Energy Conduits,1,Repair Kit 3,1,,,,
titanium-ore-extractor-t1,Titanium Ore Extractor T1,,BUILDING,,1,300,System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,1,Circuit Board,1,Circuit Breaker Assembly,1,Steel,1,Sensor Chip,1,,,,,,,,,,
titanium-ore-extractor-t2,Titanium Ore Extractor T2,,BUILDING,,2,600,System Asteroid Belt,MUD;ONI;USTUR,STRUCTURE,2,Circuit Board,1,Circuit Breaker Assembly,1,Steel,1,Sensor Chip,1,,,,,,,,,,
