OutputID,OutputName,OutputType,OutputTier,ConstructionTime,PlanetTypes,Factions,ResourceType,ProductionSteps,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7,Ingredient8,Quantity8,Ingredient9,Quantity9,Column 28,Column 29,Column 30,Column 31
energy-beam-class8-t5,Energy Beam CLASS8 T5,SHIP_WEAPONS,5,10800,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,12,Energy Beam CLASS8 T4,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,
energy-beam-ttn-t1,Energy Beam TTN T1,SHIP_WEAPONS,1,600,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,Titan Weapon Core,1,,,,,,
energy-beam-ttn-t2,Energy Beam TTN T2,SHIP_WEAPONS,2,1200,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,10,Energy Beam TTN T1,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,Titan Weapon Core,1,,,,
energy-beam-ttn-t3,Energy Beam TTN T3,SHIP_WEAPONS,3,3000,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,11,Energy Beam TTN T2,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,Titan Weapon Core,1,,,,
energy-beam-ttn-t4,Energy Beam TTN T4,SHIP_WEAPONS,4,6000,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,12,Energy Beam TTN T3,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,Titan Weapon Core,1,,,,
energy-beam-ttn-t5,Energy Beam TTN T5,SHIP_WEAPONS,5,12000,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,13,Energy Beam TTN T4,1,Energy Payload Kit,1,Beam Focusing Array,1,Energy Conduit,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,Titan Weapon Core,1,,,,
emp-rapidfire-xxxs-t1,Emp Rapidfire XXXS T1,SHIP_WEAPONS,1,60,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,7,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,,,
emp-rapidfire-xxxs-t2,Emp Rapidfire XXXS T2,SHIP_WEAPONS,2,120,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Emp Rapidfire XXXS T1,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-rapidfire-xxxs-t3,Emp Rapidfire XXXS T3,SHIP_WEAPONS,3,300,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Emp Rapidfire XXXS T2,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-rapidfire-xxxs-t4,Emp Rapidfire XXXS T4,SHIP_WEAPONS,4,600,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,10,Emp Rapidfire XXXS T3,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-rapidfire-xxxs-t5,Emp Rapidfire XXXS T5,SHIP_WEAPONS,5,1200,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,11,Emp Rapidfire XXXS T4,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-rapidfire-xxs-t1,Emp Rapidfire XXS T1,SHIP_WEAPONS,1,120,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,7,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,,,
emp-rapidfire-xxs-t2,Emp Rapidfire XXS T2,SHIP_WEAPONS,2,240,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Emp Rapidfire XXS T1,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-rapidfire-xxs-t3,Emp Rapidfire XXS T3,SHIP_WEAPONS,3,600,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Emp Rapidfire XXS T2,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-rapidfire-xxs-t4,Emp Rapidfire XXS T4,SHIP_WEAPONS,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,10,Emp Rapidfire XXS T3,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-rapidfire-xxs-t5,Emp Rapidfire XXS T5,SHIP_WEAPONS,5,2400,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,11,Emp Rapidfire XXS T4,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-rapidfire-xs-t1,Emp Rapidfire XS T1,SHIP_WEAPONS,1,180,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,7,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,,,
emp-rapidfire-xs-t2,Emp Rapidfire XS T2,SHIP_WEAPONS,2,360,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Emp Rapidfire XS T1,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-rapidfire-xs-t3,Emp Rapidfire XS T3,SHIP_WEAPONS,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Emp Rapidfire XS T2,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-rapidfire-xs-t4,Emp Rapidfire XS T4,SHIP_WEAPONS,4,1800,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,10,Emp Rapidfire XS T3,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-rapidfire-xs-t5,Emp Rapidfire XS T5,SHIP_WEAPONS,5,3600,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,11,Emp Rapidfire XS T4,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-rapidfire-s-t1,Emp Rapidfire S T1,SHIP_WEAPONS,1,240,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,7,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,,,
emp-rapidfire-s-t2,Emp Rapidfire S T2,SHIP_WEAPONS,2,480,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Emp Rapidfire S T1,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-rapidfire-s-t3,Emp Rapidfire S T3,SHIP_WEAPONS,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Emp Rapidfire S T2,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-rapidfire-s-t4,Emp Rapidfire S T4,SHIP_WEAPONS,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,10,Emp Rapidfire S T3,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-rapidfire-s-t5,Emp Rapidfire S T5,SHIP_WEAPONS,5,4800,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,11,Emp Rapidfire S T4,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-rapidfire-m-t1,Emp Rapidfire M T1,SHIP_WEAPONS,1,300,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,7,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,,,
emp-rapidfire-m-t2,Emp Rapidfire M T2,SHIP_WEAPONS,2,600,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Emp Rapidfire M T1,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-rapidfire-m-t3,Emp Rapidfire M T3,SHIP_WEAPONS,3,1500,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Emp Rapidfire M T2,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-rapidfire-m-t4,Emp Rapidfire M T4,SHIP_WEAPONS,4,3000,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,10,Emp Rapidfire M T3,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-rapidfire-m-t5,Emp Rapidfire M T5,SHIP_WEAPONS,5,6000,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,11,Emp Rapidfire M T4,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-rapidfire-l-t1,Emp Rapidfire L T1,SHIP_WEAPONS,1,360,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,7,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,,,
emp-rapidfire-l-t2,Emp Rapidfire L T2,SHIP_WEAPONS,2,720,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Emp Rapidfire L T1,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,
emp-rapidfire-l-t3,Emp Rapidfire L T3,SHIP_WEAPONS,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Emp Rapidfire L T2,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,
emp-rapidfire-l-t4,Emp Rapidfire L T4,SHIP_WEAPONS,4,3600,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,10,Emp Rapidfire L T3,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,
emp-rapidfire-l-t5,Emp Rapidfire L T5,SHIP_WEAPONS,5,7200,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,11,Emp Rapidfire L T4,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,
emp-rapidfire-cap-t1,Emp Rapidfire CAP T1,SHIP_WEAPONS,1,420,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,,,
emp-rapidfire-cap-t2,Emp Rapidfire CAP T2,SHIP_WEAPONS,2,840,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Emp Rapidfire CAP T1,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,
emp-rapidfire-cap-t3,Emp Rapidfire CAP T3,SHIP_WEAPONS,3,2100,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,10,Emp Rapidfire CAP T2,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,
emp-rapidfire-cap-t4,Emp Rapidfire CAP T4,SHIP_WEAPONS,4,4200,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,11,Emp Rapidfire CAP T3,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,
emp-rapidfire-cap-t5,Emp Rapidfire CAP T5,SHIP_WEAPONS,5,8400,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,12,Emp Rapidfire CAP T4,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,
emp-rapidfire-cmd-t1,Emp Rapidfire CMD T1,SHIP_WEAPONS,1,480,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,,,
emp-rapidfire-cmd-t2,Emp Rapidfire CMD T2,SHIP_WEAPONS,2,960,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Emp Rapidfire CMD T1,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,
emp-rapidfire-cmd-t3,Emp Rapidfire CMD T3,SHIP_WEAPONS,3,2400,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,10,Emp Rapidfire CMD T2,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,
emp-rapidfire-cmd-t4,Emp Rapidfire CMD T4,SHIP_WEAPONS,4,4800,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,11,Emp Rapidfire CMD T3,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,
emp-rapidfire-cmd-t5,Emp Rapidfire CMD T5,SHIP_WEAPONS,5,9600,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,12,Emp Rapidfire CMD T4,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,
emp-rapidfire-class8-t1,Emp Rapidfire CLASS8 T1,SHIP_WEAPONS,1,540,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,,,
emp-rapidfire-class8-t2,Emp Rapidfire CLASS8 T2,SHIP_WEAPONS,2,1080,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Emp Rapidfire CLASS8 T1,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,
emp-rapidfire-class8-t3,Emp Rapidfire CLASS8 T3,SHIP_WEAPONS,3,2700,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,10,Emp Rapidfire CLASS8 T2,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,
emp-rapidfire-class8-t4,Emp Rapidfire CLASS8 T4,SHIP_WEAPONS,4,5400,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,11,Emp Rapidfire CLASS8 T3,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,
emp-rapidfire-class8-t5,Emp Rapidfire CLASS8 T5,SHIP_WEAPONS,5,10800,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,12,Emp Rapidfire CLASS8 T4,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,
emp-rapidfire-ttn-t1,Emp Rapidfire TTN T1,SHIP_WEAPONS,1,600,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,Titan Weapon Core,1,,,,,,
emp-rapidfire-ttn-t2,Emp Rapidfire TTN T2,SHIP_WEAPONS,2,1200,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,10,Emp Rapidfire TTN T1,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,Titan Weapon Core,1,,,,
emp-rapidfire-ttn-t3,Emp Rapidfire TTN T3,SHIP_WEAPONS,3,3000,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,11,Emp Rapidfire TTN T2,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,Titan Weapon Core,1,,,,
emp-rapidfire-ttn-t4,Emp Rapidfire TTN T4,SHIP_WEAPONS,4,6000,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,12,Emp Rapidfire TTN T3,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,Titan Weapon Core,1,,,,
emp-rapidfire-ttn-t5,Emp Rapidfire TTN T5,SHIP_WEAPONS,5,12000,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,13,Emp Rapidfire TTN T4,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,Titan Weapon Core,1,,,,
emp-cannon-xxxs-t1,Emp Cannon XXXS T1,SHIP_WEAPONS,1,60,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,7,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,,,
emp-cannon-xxxs-t2,Emp Cannon XXXS T2,SHIP_WEAPONS,2,120,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Emp Cannon XXXS T1,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-cannon-xxxs-t3,Emp Cannon XXXS T3,SHIP_WEAPONS,3,300,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Emp Cannon XXXS T2,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-cannon-xxxs-t4,Emp Cannon XXXS T4,SHIP_WEAPONS,4,600,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,10,Emp Cannon XXXS T3,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-cannon-xxxs-t5,Emp Cannon XXXS T5,SHIP_WEAPONS,5,1200,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,11,Emp Cannon XXXS T4,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-cannon-xxs-t1,Emp Cannon XXS T1,SHIP_WEAPONS,1,120,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,7,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,,,
emp-cannon-xxs-t2,Emp Cannon XXS T2,SHIP_WEAPONS,2,240,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Emp Cannon XXS T1,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-cannon-xxs-t3,Emp Cannon XXS T3,SHIP_WEAPONS,3,600,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Emp Cannon XXS T2,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-cannon-xxs-t4,Emp Cannon XXS T4,SHIP_WEAPONS,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,10,Emp Cannon XXS T3,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-cannon-xxs-t5,Emp Cannon XXS T5,SHIP_WEAPONS,5,2400,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,11,Emp Cannon XXS T4,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-cannon-xs-t1,Emp Cannon XS T1,SHIP_WEAPONS,1,180,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,7,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,,,
emp-cannon-xs-t2,Emp Cannon XS T2,SHIP_WEAPONS,2,360,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Emp Cannon XS T1,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-cannon-xs-t3,Emp Cannon XS T3,SHIP_WEAPONS,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Emp Cannon XS T2,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-cannon-xs-t4,Emp Cannon XS T4,SHIP_WEAPONS,4,1800,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,10,Emp Cannon XS T3,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-cannon-xs-t5,Emp Cannon XS T5,SHIP_WEAPONS,5,3600,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,11,Emp Cannon XS T4,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-cannon-s-t1,Emp Cannon S T1,SHIP_WEAPONS,1,240,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,7,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,,,
emp-cannon-s-t2,Emp Cannon S T2,SHIP_WEAPONS,2,480,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Emp Cannon S T1,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-cannon-s-t3,Emp Cannon S T3,SHIP_WEAPONS,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Emp Cannon S T2,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-cannon-s-t4,Emp Cannon S T4,SHIP_WEAPONS,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,10,Emp Cannon S T3,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-cannon-s-t5,Emp Cannon S T5,SHIP_WEAPONS,5,4800,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,11,Emp Cannon S T4,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-cannon-m-t1,Emp Cannon M T1,SHIP_WEAPONS,1,300,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,7,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,,,
emp-cannon-m-t2,Emp Cannon M T2,SHIP_WEAPONS,2,600,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Emp Cannon M T1,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-cannon-m-t3,Emp Cannon M T3,SHIP_WEAPONS,3,1500,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,9,Emp Cannon M T2,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-cannon-m-t4,Emp Cannon M T4,SHIP_WEAPONS,4,3000,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,10,Emp Cannon M T3,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-cannon-m-t5,Emp Cannon M T5,SHIP_WEAPONS,5,6000,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,11,Emp Cannon M T4,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,,,,,,,,,,,,,,
emp-cannon-l-t1,Emp Cannon L T1,SHIP_WEAPONS,1,360,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,7,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,,,
emp-cannon-l-t2,Emp Cannon L T2,SHIP_WEAPONS,2,720,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,8,Emp Cannon L T1,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,
