OutputID,OutputName,OutputType,OutputTier,ConstructionTime,PlanetTypes,Factions,ResourceType,FunctionalPurpose,UsageCategory,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7,Ingredient8,Quantity8,Ingredient9,Quantity9,CompletionStatus,InternalRecipeID,ProductionSteps,NOT_USED
drone-opal-womp,Opal Womp,DRONE,5,,All Types,MUD;ONI;USTUR,,,,Drone Controller,1,Shockwave Payload Kit,1,Weapon Amplifier,1,Resonium Kinetic Core,1,Fire Control Matrix,1,Ink,1,,,,,,,complete,,7,FALSE
drone-pearce-d1,Pearce D1,DRONE,5,,All Types,MUD;ONI;USTUR,,,,Drone Controller,1,Capacity Management System,1,Defense Coordination Node,1,Cargo Container,1,Energy Storage Cell,1,,,,,,,,,complete,,7,FALSE
drone-pearce-hulltank,Pearce Hulltank,DRONE,5,,All Types,MUD;ONI;USTUR,,,,Drone Controller,1,Kinetic Payload Kit,1,Ammo Feed System,1,Weapon Housing,1,Fire Control Matrix,1,,,,,,,,,complete,,7,FALSE
drone-pearce-r1,Pearce R1,DRONE,5,,All Types,MUD;ONI;USTUR,,,,Drone Controller,1,Emergency Beacon,1,Emergency Response Protocol,1,Service Coordination Hub,1,Radiation Shield,1,Drywater,1,,,,,,,complete,,7,FALSE
drone-pearce-shocktank,Pearce Shocktank,DRONE,5,,All Types,MUD;ONI;USTUR,,,,Drone Controller,1,Energy Payload Kit,1,Fire Control Matrix,1,Weapon Housing,1,Energy Storage Cell,1,,,,,,,,,complete,,7,FALSE
drone-rainbow-gu,Rainbow Gu,DRONE,5,,All Types,MUD;ONI;USTUR,,,,Drone Controller,1,Gray Goo Payload Kit,1,Living Metal Network,1,Matter Containment,1,Fire Control Matrix,1,Ink,1,,,,,,,complete,,7,FALSE
drone-tufa-pyra,Tufa Pyra,DRONE,5,,All Types,MUD;ONI;USTUR,,,,Drone Controller,1,Heat Payload Kit,1,Heating Element,1,Plasma Cell,1,Fire Control Matrix,1,Drywater,1,,,,,,,complete,,7,FALSE
drone-vzus-fixif,VZUS fixif,DRONE,5,,All Types,MUD;ONI;USTUR,,,,Drone Controller,1,Repair Nanobots,1,Diagnostic Suite,1,Service Coordination Hub,1,Healing Protocol,1,Ink,1,,,,,,,complete,,7,FALSE
absorption-matrix,Absorption Matrix,INGREDIENT,2,120,Barren Planet;Dark Planet;Gas Giant;Ice Giant;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,,,,Crystal Matrix,1,Reactive Coating,1,Energy Absorption Core,1,,,,,,,,,,,,,complete,,4,FALSE
access-control,Access Control,INGREDIENT,2,120,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Security Lock,1,Resin Sealant,1,Sensor Elements,1,Electronics,1,,,,,,,,,,,complete,,4,FALSE
advanced-control-matrix,Advanced Control Matrix,INGREDIENT,4,240,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Control System Core,1,Sensor Coordination Hub,1,EMP Protection Matrix,1,Processing Control Matrix,1,Energy Substrate,1,,,,,,,,,complete,,6,FALSE
advanced-defense-matrix,Advanced Defense Matrix,INGREDIENT,4,240,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Defense Coordination Core,1,Defense Integration System,1,Radiation Absorber,1,EMP Protection Matrix,1,,,,,,,,,,,complete,,6,FALSE
advanced-power-grid,Advanced Power Grid,INGREDIENT,4,240,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Power Management Core,1,Energy Coordination System,1,Capacitor Control Matrix,1,Power Distribution Network,2,Energy Substrate,1,,,,,,,,,complete,,6,FALSE
ammo-feed-system,Ammo Feed System,INGREDIENT,1,60,Barren Planet;Dark Planet;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Alloy Frame,1,Plastic Components,1,Copper,1,,,,,,,,,,,,,complete,,3,FALSE
ammunition-control-matrix,Ammunition Control Matrix,INGREDIENT,3,180,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Ammo Control Core,1,Detonation Matrix,1,Access Control,1,,,,,,,,,,,,,complete,,5,FALSE
architectural-framework,Architectural Framework,INGREDIENT,5,300,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Titan Scale Framework,1,Megastructure Support System,1,Structural Reinforcement Grid,1,Megastructural Framework,1,Thermal Management System,1,,,,,,,,,complete,,8,FALSE
armor-plating,Armor Plating,INGREDIENT,1,60,Barren Planet;Dark Planet;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet,MUD;ONI;USTUR,,,,Heavy Alloy,1,Zinc,1,,,,,,,,,,,,,,,complete,,3,FALSE
assembly-integration-matrix,Assembly Integration Matrix,INGREDIENT,5,300,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Assembly Control Matrix,1,Processing Control Matrix,1,Multi-System Coordinator,1,Deployment Control System,1,Resource Processing Hub,1,,,,,,,,,complete,,6,FALSE
beam-control-interface,Beam Control Interface,INGREDIENT,3,180,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Beam Interface Core,1,Extraction Beam,1,Power Coupling,1,,,,,,,,,,,,,complete,,4,FALSE
beam-focusing-array,Beam Focusing Array,INGREDIENT,1,60,Dark Planet;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Optical Components,1,Copper Wire,1,Lumanite,1,Graphene,1,,,,,,,,,,,complete,,3,FALSE
bio-monitor,Bio Monitor,INGREDIENT,1,60,Barren Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Sensor Elements,1,Inert Gas Canisters,1,Copper,1,Monitoring Circuits,1,,,,,,,,,,,complete,,3,FALSE
burst-actuator,Burst Actuator,INGREDIENT,1,60,Barren Planet;Dark Planet;Gas Giant;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Osmium,1,Energy Cells,1,Rhenium,1,,,,,,,,,,,,,complete,,3,FALSE
cannon-breech,Cannon Breech,INGREDIENT,1,60,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Germanium Ingot,1,Tantalum,1,Heavy Alloy,1,,,,,,,,,,,,,complete,,3,FALSE
capacitor-control-matrix,Capacitor Control Matrix,INGREDIENT,3,180,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Capacitor Matrix Core,1,Power Regulation Module,1,Energy Distributor,1,,,,,,,,,,,,,complete,,5,FALSE
capacity-management-system,Capacity Management System,INGREDIENT,4,240,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Capacity Control Core,1,Storage Coordination System,1,Emergency Response Matrix,1,Utility Scaling Framework,1,,,,,,,,,,,complete,,6,FALSE
cargo-container,Cargo Container,INGREDIENT,1,60,Barren Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Tin,1,Insulation Material,1,Nitrogen,1,,,,,,,,,,,,,complete,,2,FALSE
charge-controller,Charge Controller,INGREDIENT,1,60,Barren Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Tritium,1,Neodymium Magnets,1,Silicon Wafers,1,,,,,,,,,,,,,complete,,3,FALSE
conductive-mesh,Conductive Mesh,INGREDIENT,1,60,Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Copper Wire,1,Silica,1,,,,,,,,,,,,,,,complete,,3,FALSE
connection-assembly,Connection Assembly,INGREDIENT,2,120,Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Utility Conduit,1,Gas Stabilizer,1,Copper,1,,,,,,,,,,,,,complete,,2,FALSE
cooling-distribution-network,Cooling Distribution Network,INGREDIENT,3,180,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Cooling Network Hub,1,Temperature Control,1,Power Coupling,1,,,,,,,,,,,,,complete,,4,FALSE
defense-coordination-node,Defense Coordination Node,INGREDIENT,3,180,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Defense Command Node,1,Healing Protocol,1,Emergency Beacon,1,,,,,,,,,,,,,complete,,4,FALSE
defense-integration-system,Defense Integration System,INGREDIENT,3,180,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Defense Integration Core,1,Absorption Matrix,1,Signal Processor,1,Crystal Lattice,1,,,,,,,,,,,complete,,5,FALSE
deployment-control-system,Deployment Control System,INGREDIENT,3,180,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Deployment Interface,1,Connection Assembly,1,Magnetic Clamp,1,,,,,,,,,,,,,complete,,4,FALSE
detection-matrix,Detection Matrix,INGREDIENT,1,60,Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet,MUD;ONI;USTUR,,,,Processing Core,1,Copper Wire,1,,,,,,,,,,,,,,,complete,,4,FALSE
detonation-matrix,Detonation Matrix,INGREDIENT,2,120,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Precision Detonator,1,Energy Absorption Core,1,Control Circuit,1,,,,,,,,,,,,,complete,,4,FALSE
diagnostic-suite,Diagnostic Suite,INGREDIENT,2,120,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Advanced Sensor Grid,1,Processing Core,1,Boron Composite,1,Electronics,1,,,,,,,,,,,complete,,4,FALSE
dispersion-array,Dispersion Array,INGREDIENT,1,60,Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Lumanite,1,Dispersal Gas Mix,1,,,,,,,,,,,,,,,complete,,2,FALSE
docking-clamp,Docking Clamp,INGREDIENT,1,60,Barren Planet;Gas Giant;System Asteroid Belt;Terrestrial Planet,MUD;ONI;USTUR,,,,Structural Joint,1,Zinc,1,,,,,,,,,,,,,,,complete,,3,FALSE
drone-controller,Drone Controller,INGREDIENT,1,60,Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Processing Core,1,Copper,1,Electronics,1,,,,,,,,,,,,,complete,,4,FALSE
emergency-beacon,Emergency Beacon,INGREDIENT,2,120,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Emergency Transmitter,1,Signal Booster,1,Power Source,1,,,,,,,,,,,,,complete,,3,FALSE
emergency-response-matrix,Emergency Response Matrix,INGREDIENT,3,180,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Emergency Matrix Core,1,Emergency Response Protocol,1,Emergency Beacon,1,,,,,,,,,,,,,complete,,4,FALSE
emergency-response-protocol,Emergency Response Protocol,INGREDIENT,2,120,Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Thermal Catalyst,1,Emergency Suppressant,1,Monitoring Circuits,1,,,,,,,,,,,,,complete,,3,FALSE
emp-payload-kit,EMP Payload Kit,INGREDIENT,1,60,Barren Planet;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Pulse Generator,1,Conductive Mesh,1,,,,,,,,,,,,,,,complete,,4,FALSE
emp-protection-matrix,EMP Protection Matrix,INGREDIENT,3,180,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,EMP Matrix Core,1,Insulation Layer,1,Signal Processor,1,Electromagnet,1,,,,,,,,,,,complete,,5,FALSE
energy-coordination-system,Energy Coordination System,INGREDIENT,3,180,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Energy Management Hub,1,Energy Distributor,1,Power Regulation Module,1,Crystal Lattice,1,,,,,,,,,,,complete,,5,FALSE
energy-distributor,Energy Distributor,INGREDIENT,1,60,Dark Planet;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Copper Wire,2,Lumanite,1,,,,,,,,,,,,,,,complete,,3,FALSE
energy-payload-kit,Energy Payload Kit,INGREDIENT,1,60,Barren Planet;Dark Planet;Gas Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Explosive Compound,1,Energy Cells,1,,,,,,,,,,,,,,,complete,,3,FALSE
energy-regulator,Energy Regulator,INGREDIENT,1,60,Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet,MUD;ONI;USTUR,,,,Control Circuit,1,Optical Components,1,,,,,,,,,,,,,,,complete,,4,FALSE
energy-storage-cell,Energy Storage Cell,INGREDIENT,1,60,Barren Planet;Dark Planet;Ice Giant;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Storage Matrix,1,Tantalum,1,,,,,,,,,,,,,,,complete,,3,FALSE
engine-manifold,Engine Manifold,INGREDIENT,1,60,Barren Planet;Dark Planet;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Flow Controller,1,Alloy Frame,1,,,,,,,,,,,,,,,complete,,3,FALSE
environmental-control,Environmental Control,INGREDIENT,1,60,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Gas Circulation System,1,Thermal Control Unit,1,Electronics,1,,,,,,,,,,,,,complete,,4,FALSE
exotic-matter-stabilizer,Exotic Matter Stabilizer,INGREDIENT,2,120,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Matter Containment,1,Stabilization Field,1,Field Coils,1,,,,,,,,,,,,,complete,,3,FALSE
explosive-payload-kit,Explosive Payload Kit,INGREDIENT,1,60,Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet,MUD;ONI;USTUR,,,,Blast Charges,1,Monitoring Circuits,1,,,,,,,,,,,,,,,complete,,3,FALSE
extraction-beam,Extraction Beam,INGREDIENT,2,120,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Beam Emitter,1,Utility Conduit,1,Optical Components,1,,,,,,,,,,,,,complete,,3,FALSE
field-projector,Field Projector,INGREDIENT,1,60,Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Field Coils,1,Processing Core,1,,,,,,,,,,,,,,,complete,,4,FALSE
fire-control-matrix,Fire Control Matrix,INGREDIENT,4,240,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Fire Control Core,1,Flare Control Matrix,1,Ammunition Control Matrix,1,Mine Control System,1,,,,,,,,,,,complete,,6,FALSE
fire-detector,Fire Detector,INGREDIENT,1,60,Barren Planet;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Heat Sensor,1,Copper Wire,1,,,,,,,,,,,,,,,complete,,3,FALSE
flare-control-matrix,Flare Control Matrix,INGREDIENT,3,180,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Flare Control Core,1,Ignition System,1,Power Coupling,1,,,,,,,,,,,,,complete,,4,FALSE
fuel-injection-system,Fuel Injection System,INGREDIENT,2,120,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Injection Controller,1,Fuel Atomizer,1,Pump Assembly,1,,,,,,,,,,,,,complete,,4,FALSE
fuel-management-system,Fuel Management System,INGREDIENT,3,180,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Fuel Control Core,1,Fuel Injection System,1,Safety Valve,1,,,,,,,,,,,,,complete,,5,FALSE
fuel-storage-tank,Fuel Storage Tank,INGREDIENT,1,60,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Tank Shell,1,Alloy Frame,1,Hydrocarbon,1,,,,,,,,,,,,,complete,,3,FALSE
fuel-transfer-system,Fuel Transfer System,INGREDIENT,1,60,Barren Planet;Dark Planet;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Pump Assembly,1,Transfer Lines,1,,,,,,,,,,,,,,,complete,,4,FALSE
graviton-emitter,Graviton Emitter,INGREDIENT,1,60,Dark Planet;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Exotic Matter Core,1,Field Coils,1,,,,,,,,,,,,,,,complete,,3,FALSE
gray-goo-payload-kit,Gray Goo Payload Kit,INGREDIENT,1,60,Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Nanomaterial Base,1,Replication Catalyst,1,,,,,,,,,,,,,,,complete,,3,FALSE
grounding-system,Grounding System,INGREDIENT,1,60,Barren Planet;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Ground Plate,1,Lightning Rod,1,,,,,,,,,,,,,,,complete,,3,FALSE
habitat-module,Habitat Module,INGREDIENT,1,60,Barren Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Life Support Core,1,Structural Shell,1,,,,,,,,,,,,,,,complete,,4,FALSE
healing-protocol,Healing Protocol,INGREDIENT,2,120,Barren Planet;Dark Planet;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Medical Nanites,1,Bio Stabilizer,1,Sensor Elements,1,,,,,,,,,,,,,complete,,2,FALSE
heat-exchanger,Heat Exchanger,INGREDIENT,1,60,Barren Planet;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Heat Exchange Coils,1,Thermal Transfer Matrix,1,,,,,,,,,,,,,,,complete,,3,FALSE
heat-payload-kit,Heat Payload Kit,INGREDIENT,1,60,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Thermal Charges,1,Incendiary Mix,1,,,,,,,,,,,,,,,complete,,2,FALSE
heating-element,Heating Element,INGREDIENT,1,60,Barren Planet;Dark Planet;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Resistive Coils,1,Heat Distribution Grid,1,,,,,,,,,,,,,,,complete,,3,FALSE
holographic-projector,Holographic Projector,INGREDIENT,1,60,Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Hologram Generator,1,Projection Matrix,1,,,,,,,,,,,,,,,complete,,5,FALSE
ignition-system,Ignition System,INGREDIENT,2,120,Barren Planet;Dark Planet;Gas Giant;Ice Giant;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,,,,Ignition Core,1,Fuel Primer,1,Radiant Dust,1,,,,,,,,,,,,,complete,,3,FALSE
industrial-control-matrix,Industrial Control Matrix,INGREDIENT,1,60,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Industrial Processor,1,Control Interface,1,Electronics,1,,,,,,,,,,,,,complete,,4,FALSE
insulation-layer,Insulation Layer,INGREDIENT,2,120,Barren Planet;Dark Planet;Gas Giant;Ice Giant;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,,,,Electromagnetic Barrier,1,Interference Shield,1,Boron Composite,1,,,,,,,,,,,,,complete,,3,FALSE
kinetic-payload-kit,Kinetic Payload Kit,INGREDIENT,1,60,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet,MUD;ONI;USTUR,,,,Kinetic Projectiles,1,Impact Charges,1,,,,,,,,,,,,,,,complete,,3,FALSE
launch-coordination-matrix,Launch Coordination Matrix,INGREDIENT,4,240,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Launch Control Core,1,Target Coordination System,1,Fire Control Matrix,1,Ammunition Control Matrix,1,,,,,,,,,,,complete,,7,FALSE
launch-mechanism,Launch Mechanism,INGREDIENT,1,60,Barren Planet;Dark Planet;Gas Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Launch Rails,1,Magnetic Accelerator,1,,,,,,,,,,,,,,,complete,,4,FALSE
life-support-coordination,Life Support Coordination,INGREDIENT,3,180,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Life Support Hub,1,Temperature Control,1,Emergency Response Protocol,1,,,,,,,,,,,,,complete,,4,FALSE
life-support-core,Life Support Core,INGREDIENT,1,60,Barren Planet;Gas Giant;Ice Giant;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Nitrogen,1,Thermal Control Unit,1,,,,,,,,,,,,,,,complete,,3,FALSE
loading-mechanism,Loading Mechanism,INGREDIENT,1,60,Barren Planet;Dark Planet;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Loader Assembly,1,Lifting Mechanism,1,,,,,,,,,,,,,,,complete,,4,FALSE
magnetic-clamp,Magnetic Clamp,INGREDIENT,2,120,Barren Planet;Dark Planet;Gas Giant;Ice Giant;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Magnetic Gripper,1,Structural Anchor,1,Neodymium Magnets,1,,,,,,,,,,,,,complete,,3,FALSE
maneuver-control-system,Maneuver Control System,INGREDIENT,3,180,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Maneuver Control Core,1,Thrust Vectoring Array,1,Safety Valve,1,Steel,1,,,,,,,,,,,complete,,4,FALSE
