OutputID,OutputName,OutputType,OutputTier,ConstructionTime,PlanetTypes,Factions,ResourceType,FunctionalPurpose,Usage Category,ProductionSteps,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7,Ingredient8,Quantity8,Ingredient9,Quantity9,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35
ship-component-missile-bay-cmd-t3,Bay CMD T3,SHIP_COMPONENTS,3,2400,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,6,Bay CMD T2,1,Missile Guidance Core,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,,,,,,,,,,
ship-component-missile-bay-cmd-t4,Bay CMD T4,SHIP_COMPONENTS,4,4800,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,7,Bay CMD T3,1,Missile Guidance Core,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,,,,,,,,,,
ship-component-missile-bay-cmd-t5,Bay CMD T5,SHIP_COMPONENTS,5,9600,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,8,Bay CMD T4,1,Missile Guidance Core,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,,,,,,,,,,
ship-component-missile-bay-class8-t1,Bay CLASS8 T1,SHIP_COMPONENTS,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,4,Missile Guidance Core,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,,,,,,,,,,
ship-component-missile-bay-class8-t2,Bay CLASS8 T2,SHIP_COMPONENTS,2,1080,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,6,Bay CLASS8 T1,1,Missile Guidance Core,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,,,,,,,,
ship-component-missile-bay-class8-t3,Bay CLASS8 T3,SHIP_COMPONENTS,3,2700,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,7,Bay CLASS8 T2,1,Missile Guidance Core,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,,,,,,,,
ship-component-missile-bay-class8-t4,Bay CLASS8 T4,SHIP_COMPONENTS,4,5400,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,8,Bay CLASS8 T3,1,Missile Guidance Core,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,,,,,,,,
ship-component-missile-bay-class8-t5,Bay CLASS8 T5,SHIP_COMPONENTS,5,10800,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,9,Bay CLASS8 T4,1,Missile Guidance Core,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,,,,,,,,
ship-component-missile-bay-ttn-t1,Bay TTN T1,SHIP_COMPONENTS,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,5,Missile Guidance Core,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,Titan Structural Matrix,1,,,,,,,,
ship-component-missile-bay-ttn-t2,Bay TTN T2,SHIP_COMPONENTS,2,1200,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,6,Bay TTN T1,1,Missile Guidance Core,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,Titan Structural Matrix,1,,,,,,
ship-component-missile-bay-ttn-t3,Bay TTN T3,SHIP_COMPONENTS,3,3000,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,7,Bay TTN T2,1,Missile Guidance Core,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,Titan Structural Matrix,1,,,,,,
ship-component-missile-bay-ttn-t4,Bay TTN T4,SHIP_COMPONENTS,4,6000,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,8,Bay TTN T3,1,Missile Guidance Core,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,Titan Structural Matrix,1,,,,,,
ship-component-missile-bay-ttn-t5,Bay TTN T5,SHIP_COMPONENTS,5,12000,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,9,Bay TTN T4,1,Missile Guidance Core,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,Titan Structural Matrix,1,,,,,,
ship-component-bomb-bay-xxs-t1,Bay XXS T1,SHIP_COMPONENTS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,2,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,,,
ship-component-bomb-bay-xxs-t2,Bay XXS T2,SHIP_COMPONENTS,2,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,4,Bay XXS T1,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-bomb-bay-xxs-t3,Bay XXS T3,SHIP_COMPONENTS,3,600,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,5,Bay XXS T2,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-bomb-bay-xxs-t4,Bay XXS T4,SHIP_COMPONENTS,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,6,Bay XXS T3,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-bomb-bay-xxs-t5,Bay XXS T5,SHIP_COMPONENTS,5,2400,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,7,Bay XXS T4,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-bomb-bay-xs-t1,Bay XS T1,SHIP_COMPONENTS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,2,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,,,
ship-component-bomb-bay-xs-t2,Bay XS T2,SHIP_COMPONENTS,2,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,4,Bay XS T1,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-bomb-bay-xs-t3,Bay XS T3,SHIP_COMPONENTS,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,5,Bay XS T2,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-bomb-bay-xs-t4,Bay XS T4,SHIP_COMPONENTS,4,1800,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,6,Bay XS T3,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-bomb-bay-xs-t5,Bay XS T5,SHIP_COMPONENTS,5,3600,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,7,Bay XS T4,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-bomb-bay-s-t1,Bay S T1,SHIP_COMPONENTS,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,2,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,,,
ship-component-bomb-bay-s-t2,Bay S T2,SHIP_COMPONENTS,2,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,4,Bay S T1,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-bomb-bay-s-t3,Bay S T3,SHIP_COMPONENTS,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,5,Bay S T2,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-bomb-bay-s-t4,Bay S T4,SHIP_COMPONENTS,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,6,Bay S T3,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-bomb-bay-s-t5,Bay S T5,SHIP_COMPONENTS,5,4800,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,7,Bay S T4,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-bomb-bay-m-t1,Bay M T1,SHIP_COMPONENTS,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,2,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,,,
ship-component-bomb-bay-m-t2,Bay M T2,SHIP_COMPONENTS,2,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,4,Bay M T1,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-bomb-bay-m-t3,Bay M T3,SHIP_COMPONENTS,3,1500,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,5,Bay M T2,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-bomb-bay-m-t4,Bay M T4,SHIP_COMPONENTS,4,3000,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,6,Bay M T3,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-bomb-bay-m-t5,Bay M T5,SHIP_COMPONENTS,5,6000,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,7,Bay M T4,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-bomb-bay-l-t1,Bay L T1,SHIP_COMPONENTS,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,3,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,,,,,,,,,,,,,,,,
ship-component-bomb-bay-l-t2,Bay L T2,SHIP_COMPONENTS,2,720,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,4,Bay L T1,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,,,,,,,,,,,,,,
ship-component-bomb-bay-l-t3,Bay L T3,SHIP_COMPONENTS,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,5,Bay L T2,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,,,,,,,,,,,,,,
ship-component-bomb-bay-l-t4,Bay L T4,SHIP_COMPONENTS,4,3600,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,6,Bay L T3,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,,,,,,,,,,,,,,
ship-component-bomb-bay-l-t5,Bay L T5,SHIP_COMPONENTS,5,7200,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,7,Bay L T4,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,,,,,,,,,,,,,,
ship-component-bomb-bay-cap-t1,Bay CAP T1,SHIP_COMPONENTS,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,3,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,,,,,,,,,,,,,,
ship-component-bomb-bay-cap-t2,Bay CAP T2,SHIP_COMPONENTS,2,840,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,5,Bay CAP T1,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,,,,,,,,,,,,
ship-component-bomb-bay-cap-t3,Bay CAP T3,SHIP_COMPONENTS,3,2100,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,6,Bay CAP T2,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,,,,,,,,,,,,
ship-component-bomb-bay-cap-t4,Bay CAP T4,SHIP_COMPONENTS,4,4200,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,7,Bay CAP T3,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,,,,,,,,,,,,
ship-component-bomb-bay-cap-t5,Bay CAP T5,SHIP_COMPONENTS,5,8400,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,8,Bay CAP T4,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,,,,,,,,,,,,
ship-component-bomb-bay-cmd-t1,Bay CMD T1,SHIP_COMPONENTS,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,4,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,,,,,,,,,,,,
ship-component-bomb-bay-cmd-t2,Bay CMD T2,SHIP_COMPONENTS,2,960,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,5,Bay CMD T1,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,,,,,,,,,,
ship-component-bomb-bay-cmd-t3,Bay CMD T3,SHIP_COMPONENTS,3,2400,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,6,Bay CMD T2,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,,,,,,,,,,
ship-component-bomb-bay-cmd-t4,Bay CMD T4,SHIP_COMPONENTS,4,4800,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,7,Bay CMD T3,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,,,,,,,,,,
ship-component-bomb-bay-cmd-t5,Bay CMD T5,SHIP_COMPONENTS,5,9600,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,8,Bay CMD T4,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,,,,,,,,,,
ship-component-bomb-bay-class8-t1,Bay CLASS8 T1,SHIP_COMPONENTS,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,4,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,,,,,,,,,,
ship-component-bomb-bay-class8-t2,Bay CLASS8 T2,SHIP_COMPONENTS,2,1080,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,6,Bay CLASS8 T1,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,,,,,,,,
ship-component-bomb-bay-class8-t3,Bay CLASS8 T3,SHIP_COMPONENTS,3,2700,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,7,Bay CLASS8 T2,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,,,,,,,,
ship-component-bomb-bay-class8-t4,Bay CLASS8 T4,SHIP_COMPONENTS,4,5400,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,8,Bay CLASS8 T3,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,,,,,,,,
ship-component-bomb-bay-class8-t5,Bay CLASS8 T5,SHIP_COMPONENTS,5,10800,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,9,Bay CLASS8 T4,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,,,,,,,,
ship-component-bomb-bay-ttn-t1,Bay TTN T1,SHIP_COMPONENTS,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,5,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,Titan Structural Matrix,1,,,,,,,,
ship-component-bomb-bay-ttn-t2,Bay TTN T2,SHIP_COMPONENTS,2,1200,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,6,Bay TTN T1,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,Titan Structural Matrix,1,,,,,,
ship-component-bomb-bay-ttn-t3,Bay TTN T3,SHIP_COMPONENTS,3,3000,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,7,Bay TTN T2,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,Titan Structural Matrix,1,,,,,,
ship-component-bomb-bay-ttn-t4,Bay TTN T4,SHIP_COMPONENTS,4,6000,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,8,Bay TTN T3,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,Titan Structural Matrix,1,,,,,,
ship-component-bomb-bay-ttn-t5,Bay TTN T5,SHIP_COMPONENTS,5,12000,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,9,Bay TTN T4,1,Bomb Release System,1,Launch Mechanism,1,Weapon Housing,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,Titan Structural Matrix,1,,,,,,
ship-component-drone-port-xxs-t1,Drone Port XXS T1,SHIP_COMPONENTS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,2,Drone Controller,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,,,
ship-component-drone-port-xxs-t2,Drone Port XXS T2,SHIP_COMPONENTS,2,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,4,Drone Port XXS T1,1,Drone Controller,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-drone-port-xxs-t3,Drone Port XXS T3,SHIP_COMPONENTS,3,600,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,5,Drone Port XXS T2,1,Drone Controller,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-drone-port-xxs-t4,Drone Port XXS T4,SHIP_COMPONENTS,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,6,Drone Port XXS T3,1,Drone Controller,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-drone-port-xxs-t5,Drone Port XXS T5,SHIP_COMPONENTS,5,2400,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,7,Drone Port XXS T4,1,Drone Controller,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-drone-port-xs-t1,Drone Port XS T1,SHIP_COMPONENTS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,2,Drone Controller,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,,,
ship-component-drone-port-xs-t2,Drone Port XS T2,SHIP_COMPONENTS,2,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,4,Drone Port XS T1,1,Drone Controller,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-drone-port-xs-t3,Drone Port XS T3,SHIP_COMPONENTS,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,5,Drone Port XS T2,1,Drone Controller,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-drone-port-xs-t4,Drone Port XS T4,SHIP_COMPONENTS,4,1800,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,6,Drone Port XS T3,1,Drone Controller,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-drone-port-xs-t5,Drone Port XS T5,SHIP_COMPONENTS,5,3600,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,7,Drone Port XS T4,1,Drone Controller,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-drone-port-s-t1,Drone Port S T1,SHIP_COMPONENTS,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,2,Drone Controller,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,,,
ship-component-drone-port-s-t2,Drone Port S T2,SHIP_COMPONENTS,2,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,4,Drone Port S T1,1,Drone Controller,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-drone-port-s-t3,Drone Port S T3,SHIP_COMPONENTS,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,5,Drone Port S T2,1,Drone Controller,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-drone-port-s-t4,Drone Port S T4,SHIP_COMPONENTS,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,6,Drone Port S T3,1,Drone Controller,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-drone-port-s-t5,Drone Port S T5,SHIP_COMPONENTS,5,4800,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,7,Drone Port S T4,1,Drone Controller,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-drone-port-m-t1,Drone Port M T1,SHIP_COMPONENTS,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,2,Drone Controller,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,,,
ship-component-drone-port-m-t2,Drone Port M T2,SHIP_COMPONENTS,2,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,4,Drone Port M T1,1,Drone Controller,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
ship-component-drone-port-m-t3,Drone Port M T3,SHIP_COMPONENTS,3,1500,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,CONTROL_SYSTEM,Ship Components,5,Drone Port M T2,1,Drone Controller,1,Launch Mechanism,1,Weapon Housing,1,,,,,,,,,,,,,,,,
