OutputID,OutputName,OutputType,OutputTier,ConstructionTime,PlanetTypes,Factions,ProductionSteps,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7,Ingredient8,Quantity8,Ingredient9,Quantity9
titan-drive-assembly,Titan Drive Assembly,INGREDIENT,5,300,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,7,Drive Assembly Core,1,Navigation Coordination Hub,1,Maneuver Control System,1,Warp Control System,1,Fuel Management System,1,Sublight Control Matrix,1,,,,,,
subwarp-core,Subwarp Core,INGREDIENT,1,60,Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,3,Subwarp Drive Matrix,1,Core Stabilizer,1,,,,,,,,,,,,,,
fuel-injection-system,Fuel Injection System,INGREDIENT,2,120,Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,4,Injection Controller,1,Fuel Atomizer,1,Pump Assembly,1,,,,,,,,,,,,
sublight-control-matrix,Sublight Control Matrix,INGREDIENT,3,180,Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,5,Sublight Matrix Core,1,Propulsion Unit,1,Fuel Injection System,1,,,,,,,,,,,,
exotic-matter-stabilizer,Exotic Matter Stabilizer,INGREDIENT,2,120,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,3,Matter Containment,1,Stabilization Field,1,Field Coils,1,,,,,,,,,,,,
weapon-synchronization-core,Weapon Synchronization Core,INGREDIENT,5,300,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,8,Weapon Synchronization Matrix,1,Target Coordination System,1,Fire Control Matrix,1,Launch Coordination Matrix,1,Ammunition Control Matrix,1,Strange Emitter,1,Particle Accelerator,1,,,,
power-coupling-array,Power Coupling Array,INGREDIENT,2,120,Barren Planet;Dark Planet;Gas Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,3,Power Distribution Hub,1,Coupling Interface,1,Copper Wire,2,,,,,,,,,,,,
beam-control-interface,Beam Control Interface,INGREDIENT,3,180,Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,4,Beam Interface Core,1,Extraction Beam,1,Power Coupling,1,,,,,,,,,,,,
sensor-coordination-hub,Sensor Coordination Hub,INGREDIENT,3,180,Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,5,Sensor Hub Core,1,Signal Processor,1,Insulation Layer,1,Electromagnet,1,,,,,,,,,,
titan-energy-network,Titan Energy Network,INGREDIENT,5,300,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,7,Energy Network Core,1,Advanced Power Grid,1,Energy Coordination System,1,Capacitor Control Matrix,1,Power Distribution Network,2,Super Conductor,1,Particle Accelerator,1,,,,
titan-processing-core,Titan Processing Core,INGREDIENT,5,300,Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,7,Processing Integration Core,1,Advanced Control Matrix,1,Sensor Coordination Hub,1,Signal Processor,1,Insulation Layer,1,Super Conductor,1,Strange Emitter,1,,,,
service-coordination-hub,Service Coordination Hub,INGREDIENT,4,240,Barren Planet;Dark Planet;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,6,Service Management Core,1,Storage Management System,1,Resource Processing Hub,1,Deployment Control System,1,,,,,,,,,,
processing-control-matrix,Processing Control Matrix,INGREDIENT,3,180,Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,5,Processing Control Core,1,Diagnostic Suite,1,Access Control,1,Electronics,1,,,,,,,,,,
titan-processing-platform,Titan Processing Platform,INGREDIENT,5,300,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,7,Processing Platform Core,1,Assembly Integration Matrix,1,Storage Management System,1,Diagnostic Suite,1,Access Control,1,,,,,,,,
resource-processing-hub,Resource Processing Hub,INGREDIENT,3,180,Barren Planet;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,4,Resource Hub Core,1,Extraction Beam,1,Magnetic Clamp,1,,,,,,,,,,,,
structural-coupling-system,Structural Coupling System,INGREDIENT,3,180,Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,4,Coupling Control Core,1,Connection Assembly,1,Reinforcement Matrix,1,Steel,1,,,,,,,,,,
emergency-response-matrix,Emergency Response Matrix,INGREDIENT,3,180,Dark Planet;Gas Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,4,Emergency Matrix Core,1,Emergency Response Protocol,1,Emergency Beacon,1,,,,,,,,,,,,
storage-management-system,Storage Management System,INGREDIENT,3,180,Dark Planet;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,5,Storage Control Core,1,Access Control,1,Safety Interlock,1,,,,,,,,,,,,
launch-coordination-matrix,Launch Coordination Matrix,INGREDIENT,4,240,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,7,Launch Control Core,1,Target Coordination System,1,Fire Control Matrix,1,Ammunition Control Matrix,1,,,,,,,,,,
titan-launch-platform,Titan Launch Platform,INGREDIENT,5,300,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,9,Launch Platform Core,1,Weapon Synchronization Core,1,Mine Control System,1,Flare Control Matrix,1,Suppression Control Hub,1,,,,,,,,
deployment-control-system,Deployment Control System,INGREDIENT,3,180,Dark Planet;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,4,Deployment Interface,1,Connection Assembly,1,Magnetic Clamp,1,,,,,,,,,,,,
power-coupling,Power Coupling,INGREDIENT,2,120,Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,3,Energy Connector,1,Signal Coupling,1,Copper,1,,,,,,,,,,,,
capacitor-control-matrix,Capacitor Control Matrix,INGREDIENT,3,180,Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,5,Capacitor Matrix Core,1,Power Regulation Module,1,Energy Distributor,1,,,,,,,,,,,,
suppression-control-hub,Suppression Control Hub,INGREDIENT,3,180,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,4,Suppression Hub Core,1,Emergency Response Protocol,1,Temperature Control,1,,,,,,,,,,,,
flare-control-matrix,Flare Control Matrix,INGREDIENT,3,180,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,4,Flare Control Core,1,Ignition System,1,Power Coupling,1,,,,,,,,,,,,
medical-control-system,Medical Control System,INGREDIENT,3,180,Barren Planet;Dark Planet;Gas Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,4,Medical Hub Core,1,Healing Protocol,1,Emergency Response Protocol,1,,,,,,,,,,,,
mine-control-system,Mine Control System,INGREDIENT,3,180,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,5,Mine Control Core,1,Detonation Matrix,1,Signal Processor,1,,,,,,,,,,,,
radiation-control-system,Radiation Control System,INGREDIENT,3,180,Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,5,Radiation Absorber,1,Absorption Matrix,1,Safety Interlock,1,,,,,,,,,,,,
emp-protection-matrix,EMP Protection Matrix,INGREDIENT,3,180,Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,5,EMP Matrix Core,1,Insulation Layer,1,Signal Processor,1,Electromagnet,1,,,,,,,,,,
ammunition-control-matrix,Ammunition Control Matrix,INGREDIENT,3,180,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,5,Ammo Control Core,1,Detonation Matrix,1,Access Control,1,,,,,,,,,,,,
capacity-management-system,Capacity Management System,INGREDIENT,4,240,Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,6,Capacity Control Core,1,Storage Coordination System,1,Emergency Response Matrix,1,Utility Scaling Framework,1,,,,,,,,,,
titan-storage-platform,Titan Storage Platform,INGREDIENT,5,300,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,7,Storage Platform Core,1,Storage Coordination Hub,1,Storage Coordination System,1,Magnetic Clamp,1,Safety Interlock,1,,,,,,,,
storage-coordination-hub,Storage Coordination Hub,INGREDIENT,3,180,Dark Planet;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,6,Storage Hub Core,1,Storage Management System,1,Connection Assembly,1,,,,,,,,,,,,
fuel-management-system,Fuel Management System,INGREDIENT,3,180,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,5,Fuel Control Core,1,Fuel Injection System,1,Safety Valve,1,,,,,,,,,,,,
passenger-control-system,Passenger Control System,INGREDIENT,3,180,Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,4,Passenger Hub Core,1,Safety Interlock,1,Emergency Response Protocol,1,,,,,,,,,,,,
storage-coordination-system,Storage Coordination System,INGREDIENT,3,180,Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,5,Storage Control Core,1,Magnetic Clamp,1,Diagnostic Suite,1,,,,,,,,,,,,
life-support-coordination,Life Support Coordination,INGREDIENT,3,180,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,4,Life Support Hub,1,Temperature Control,1,Emergency Response Protocol,1,,,,,,,,,,,,
photon-xxxs-t1,Photon XXXS T1,MISSILES,1,60,Terrestrial Planet,MUD;ONI;USTUR,5,Photon Payload Kit,1,Missile Guidance Core,1,,,,,,,,,,,,,,
photon-xxxs-t2,Photon XXXS T2,MISSILES,2,120,Terrestrial Planet,MUD;ONI;USTUR,6,Photon XXXS T1,1,Photon Payload Kit,1,Missile Guidance Core,1,,,,,,,,,,,,
photon-xxxs-t3,Photon XXXS T3,MISSILES,3,300,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,7,Photon XXXS T2,1,Photon Payload Kit,1,Missile Guidance Core,1,,,,,,,,,,,,
photon-xxxs-t4,Photon XXXS T4,MISSILES,4,600,Volcanic Planet;Ice Planet,MUD;USTUR,8,Photon XXXS T3,1,Photon Payload Kit,1,Missile Guidance Core,1,,,,,,,,,,,,
photon-xxxs-t5,Photon XXXS T5,MISSILES,5,1200,Volcanic Planet;Ice Planet,USTUR,9,Photon XXXS T4,1,Photon Payload Kit,1,Missile Guidance Core,1,,,,,,,,,,,,
photon-xxs-t1,Photon XXS T1,MISSILES,1,120,Terrestrial Planet,MUD;ONI;USTUR,5,Photon Payload Kit,1,Missile Guidance Core,1,,,,,,,,,,,,,,
photon-xxs-t2,Photon XXS T2,MISSILES,2,240,Terrestrial Planet,MUD;ONI;USTUR,6,Photon XXS T1,1,Photon Payload Kit,1,Missile Guidance Core,1,,,,,,,,,,,,
photon-xxs-t3,Photon XXS T3,MISSILES,3,600,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,7,Photon XXS T2,1,Photon Payload Kit,1,Missile Guidance Core,1,,,,,,,,,,,,
photon-xxs-t4,Photon XXS T4,MISSILES,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,8,Photon XXS T3,1,Photon Payload Kit,1,Missile Guidance Core,1,,,,,,,,,,,,
photon-xxs-t5,Photon XXS T5,MISSILES,5,2400,Volcanic Planet;Ice Planet,USTUR,9,Photon XXS T4,1,Photon Payload Kit,1,Missile Guidance Core,1,,,,,,,,,,,,
photon-xs-t1,Photon XS T1,MISSILES,1,180,Terrestrial Planet,MUD;ONI;USTUR,5,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,
photon-xs-t2,Photon XS T2,MISSILES,2,360,Terrestrial Planet,MUD;ONI;USTUR,6,Photon XS T1,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,
photon-xs-t3,Photon XS T3,MISSILES,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,7,Photon XS T2,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,
photon-xs-t4,Photon XS T4,MISSILES,4,1800,Volcanic Planet;Ice Planet,MUD;USTUR,8,Photon XS T3,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,
photon-xs-t5,Photon XS T5,MISSILES,5,3600,Volcanic Planet;Ice Planet,USTUR,9,Photon XS T4,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,
photon-s-t1,Photon S T1,MISSILES,1,240,Terrestrial Planet,MUD;ONI;USTUR,5,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,,,
photon-s-t2,Photon S T2,MISSILES,2,480,Terrestrial Planet,MUD;ONI;USTUR,6,Photon S T1,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,
photon-s-t3,Photon S T3,MISSILES,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,7,Photon S T2,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,
photon-s-t4,Photon S T4,MISSILES,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,8,Photon S T3,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,
photon-s-t5,Photon S T5,MISSILES,5,4800,Volcanic Planet;Ice Planet,USTUR,9,Photon S T4,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,,,,,,,,,,
photon-m-t1,Photon M T1,MISSILES,1,300,Terrestrial Planet,MUD;ONI;USTUR,5,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,,,,,,,,,,
photon-m-t2,Photon M T2,MISSILES,2,600,Terrestrial Planet,MUD;ONI;USTUR,6,Photon M T1,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,,,,,,,,
photon-m-t3,Photon M T3,MISSILES,3,1500,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,7,Photon M T2,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,,,,,,,,
photon-m-t4,Photon M T4,MISSILES,4,3000,Volcanic Planet;Ice Planet,MUD;USTUR,8,Photon M T3,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,,,,,,,,
photon-m-t5,Photon M T5,MISSILES,5,6000,Volcanic Planet;Ice Planet,USTUR,9,Photon M T4,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,,,,,,,,
photon-l-t1,Photon L T1,MISSILES,1,360,Terrestrial Planet,MUD;ONI;USTUR,5,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,,,,,,,,,,
photon-l-t2,Photon L T2,MISSILES,2,720,Terrestrial Planet,MUD;ONI;USTUR,6,Photon L T1,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,,,,,,,,
photon-l-t3,Photon L T3,MISSILES,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,7,Photon L T2,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,,,,,,,,
photon-l-t4,Photon L T4,MISSILES,4,3600,Volcanic Planet;Ice Planet,MUD;USTUR,8,Photon L T3,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,,,,,,,,
photon-l-t5,Photon L T5,MISSILES,5,7200,Volcanic Planet;Ice Planet,USTUR,9,Photon L T4,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,,,,,,,,
photon-cap-t1,Photon CAP T1,MISSILES,1,420,Terrestrial Planet,MUD;ONI;USTUR,7,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,Target Coordination System,1,,,,,,,,
photon-cap-t2,Photon CAP T2,MISSILES,2,840,Terrestrial Planet,MUD;ONI;USTUR,8,Photon CAP T1,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,Target Coordination System,1,,,,,,
photon-cap-t3,Photon CAP T3,MISSILES,3,2100,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,9,Photon CAP T2,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,Target Coordination System,1,,,,,,
photon-cap-t4,Photon CAP T4,MISSILES,4,4200,Volcanic Planet;Ice Planet,MUD;USTUR,10,Photon CAP T3,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,Target Coordination System,1,,,,,,
photon-cap-t5,Photon CAP T5,MISSILES,5,8400,Volcanic Planet;Ice Planet,USTUR,11,Photon CAP T4,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,Target Coordination System,1,,,,,,
photon-cmd-t1,Photon CMD T1,MISSILES,1,480,Terrestrial Planet,MUD;ONI;USTUR,7,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,Target Coordination System,1,,,,,,,,
photon-cmd-t2,Photon CMD T2,MISSILES,2,960,Terrestrial Planet,MUD;ONI;USTUR,8,Photon CMD T1,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,Target Coordination System,1,,,,,,
photon-cmd-t3,Photon CMD T3,MISSILES,3,2400,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,9,Photon CMD T2,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,Target Coordination System,1,,,,,,
photon-cmd-t4,Photon CMD T4,MISSILES,4,4800,Volcanic Planet;Ice Planet,MUD;USTUR,10,Photon CMD T3,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,Target Coordination System,1,,,,,,
photon-cmd-t5,Photon CMD T5,MISSILES,5,9600,Volcanic Planet;Ice Planet,USTUR,11,Photon CMD T4,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,Target Coordination System,1,,,,,,
photon-class8-t1,Photon CLASS8 T1,MISSILES,1,540,Terrestrial Planet,MUD;ONI;USTUR,7,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,Target Coordination System,1,Assembly Integration Matrix,1,,,,,,
photon-class8-t2,Photon CLASS8 T2,MISSILES,2,1080,Terrestrial Planet,MUD;ONI;USTUR,8,Photon CLASS8 T1,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,Target Coordination System,1,Assembly Integration Matrix,1,,,,
photon-class8-t3,Photon CLASS8 T3,MISSILES,3,2700,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,9,Photon CLASS8 T2,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,Target Coordination System,1,Assembly Integration Matrix,1,,,,
photon-class8-t4,Photon CLASS8 T4,MISSILES,4,5400,Volcanic Planet;Ice Planet,MUD;USTUR,10,Photon CLASS8 T3,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,Target Coordination System,1,Assembly Integration Matrix,1,,,,
photon-class8-t5,Photon CLASS8 T5,MISSILES,5,10800,Volcanic Planet;Ice Planet,USTUR,11,Photon CLASS8 T4,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,Target Coordination System,1,Assembly Integration Matrix,1,,,,
photon-ttn-t1,Photon TTN T1,MISSILES,1,600,Terrestrial Planet,MUD;ONI;USTUR,7,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,Target Coordination System,1,Assembly Integration Matrix,1,,,,,,
photon-ttn-t2,Photon TTN T2,MISSILES,2,1200,Terrestrial Planet,MUD;ONI;USTUR,8,Photon TTN T1,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,Target Coordination System,1,Assembly Integration Matrix,1,,,,
photon-ttn-t3,Photon TTN T3,MISSILES,3,3000,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,9,Photon TTN T2,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,Target Coordination System,1,Assembly Integration Matrix,1,,,,
photon-ttn-t4,Photon TTN T4,MISSILES,4,6000,Volcanic Planet;Ice Planet,MUD;USTUR,10,Photon TTN T3,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,Target Coordination System,1,Assembly Integration Matrix,1,,,,
photon-ttn-t5,Photon TTN T5,MISSILES,5,12000,Volcanic Planet;Ice Planet,USTUR,11,Photon TTN T4,1,Photon Payload Kit,1,Missile Guidance Core,1,Propulsion Unit,1,Power Distribution Network,1,Target Coordination System,1,Assembly Integration Matrix,1,,,,
shockwave-xxxs-t1,Shockwave XXXS T1,MISSILES,1,60,Terrestrial Planet,MUD;ONI;USTUR,5,Shockwave Payload Kit,1,Missile Guidance Core,1,,,,,,,,,,,,,,
shockwave-xxxs-t2,Shockwave XXXS T2,MISSILES,2,120,Terrestrial Planet,MUD;ONI;USTUR,6,Shockwave XXXS T1,1,Shockwave Payload Kit,1,Missile Guidance Core,1,,,,,,,,,,,,
shockwave-xxxs-t3,Shockwave XXXS T3,MISSILES,3,300,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,7,Shockwave XXXS T2,1,Shockwave Payload Kit,1,Missile Guidance Core,1,,,,,,,,,,,,
shockwave-xxxs-t4,Shockwave XXXS T4,MISSILES,4,600,Volcanic Planet;Ice Planet,MUD;USTUR,8,Shockwave XXXS T3,1,Shockwave Payload Kit,1,Missile Guidance Core,1,,,,,,,,,,,,
shockwave-xxxs-t5,Shockwave XXXS T5,MISSILES,5,1200,Volcanic Planet;Ice Planet,USTUR,9,Shockwave XXXS T4,1,Shockwave Payload Kit,1,Missile Guidance Core,1,,,,,,,,,,,,
shockwave-xxs-t1,Shockwave XXS T1,MISSILES,1,120,Terrestrial Planet,MUD;ONI;USTUR,5,Shockwave Payload Kit,1,Missile Guidance Core,1,,,,,,,,,,,,,,
shockwave-xxs-t2,Shockwave XXS T2,MISSILES,2,240,Terrestrial Planet,MUD;ONI;USTUR,6,Shockwave XXS T1,1,Shockwave Payload Kit,1,Missile Guidance Core,1,,,,,,,,,,,,
shockwave-xxs-t3,Shockwave XXS T3,MISSILES,3,600,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,7,Shockwave XXS T2,1,Shockwave Payload Kit,1,Missile Guidance Core,1,,,,,,,,,,,,
shockwave-xxs-t4,Shockwave XXS T4,MISSILES,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,8,Shockwave XXS T3,1,Shockwave Payload Kit,1,Missile Guidance Core,1,,,,,,,,,,,,
